season,week,player_id,player_name,team,opponent,rush_attempts,rush_yards,targets,receptions,rec_yards,total_touches,total_yards,total_tds,raw_composite,smoothed_composite,composite_uncertainty,career_game_number
2020,6,00-0027966,M.Ingram,BAL,PHI,5.0,20.0,0.0,0.0,0.0,5.0,20.0,0.0,-0.41999182841396826,-0.22079251820185178,0.4082482904638631,5
2020,10,00-0027966,M.Ingram,BAL,NE,5.0,5.0,2.0,2.0,24.0,7.0,29.0,0.0,-0.04628087338401539,-0.15900573380544444,0.3779644730092272,6
2020,11,00-0027966,M.Ingram,BAL,TEN,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,-0.5808854713163425,-0.3053421312576782,0.35355339059327373,7
2020,13,00-0027966,M.Ingram,BAL,DAL,6.0,28.0,1.0,1.0,1.0,7.0,29.0,0.0,-0.31688985326791885,-0.30929417361901507,0.3333333333333333,8
2020,17,00-0027966,M.Ingram,BAL,CIN,9.0,39.0,0.0,0.0,0.0,9.0,39.0,0.0,-0.2287242575607349,-0.28196358063710847,0.31622776601683794,9
2021,1,00-0027966,M.Ingram,HOU,JAX,26.0,85.0,1.0,0.0,0.0,27.0,85.0,1.0,0.4946036590683085,-0.020080195024596924,0.30151134457776363,10
2021,2,00-0027966,M.Ingram,HOU,CLE,14.0,41.0,2.0,1.0,-1.0,16.0,40.0,0.0,0.02440266736917569,-0.005137404964067981,0.2886751345948129,11
2021,3,00-0027966,M.Ingram,HOU,CAR,6.0,21.0,1.0,1.0,-1.0,7.0,20.0,0.0,-0.3927222554311865,-0.13499961717547795,0.2773500981126146,12
2021,4,00-0027966,M.Ingram,HOU,BUF,6.0,24.0,0.0,0.0,0.0,6.0,24.0,0.0,-0.37923633914805555,-0.21669169300869728,0.2672612419124244,13
2021,5,00-0027966,M.Ingram,HOU,NE,16.0,41.0,0.0,0.0,0.0,16.0,41.0,0.0,-0.04960689109183454,-0.16086927972118345,0.2581988897471611,14
2021,6,00-0027966,M.Ingram,HOU,IND,18.0,73.0,2.0,2.0,8.0,20.0,81.0,0.0,0.43246567498182137,0.037210603020128304,0.25,15
2021,7,00-0027966,M.Ingram,HOU,ARI,6.0,9.0,3.0,3.0,18.0,9.0,27.0,0.0,-0.05779738612748355,0.005509097568793292,0.24253562503633297,16
2021,8,00-0027966,M.Ingram,NO,TB,6.0,27.0,2.0,2.0,25.0,8.0,52.0,0.0,0.08067560313903144,0.030581564446605158,0.23570226039551587,17
2021,9,00-0027966,M.Ingram,NO,ATL,9.0,43.0,5.0,5.0,21.0,14.0,64.0,0.0,0.4314124969818477,0.16425217316621268,0.22941573387056174,18
2021,10,00-0027966,M.Ingram,NO,TEN,14.0,47.0,8.0,4.0,61.0,22.0,108.0,1.0,1.527219520923126,0.6187112913000572,0.23415996450065318,19
2021,11,00-0027966,M.Ingram,NO,PHI,16.0,88.0,8.0,6.0,25.0,24.0,113.0,0.0,1.2308172475519066,0.8227875244320678,0.3408034775823111,20
2021,13,00-0027966,M.Ingram,NO,DAL,10.0,28.0,2.0,1.0,-2.0,12.0,26.0,0.0,-0.18009208614326644,0.4884496342466706,0.35666215677627716,21
2021,15,00-0027966,M.Ingram,NO,TB,9.0,10.0,2.0,2.0,8.0,11.0,18.0,0.0,-0.14463468179083994,0.2774027236105834,0.3415797481299649,22
2021,16,00-0027966,M.Ingram,NO,MIA,4.0,17.0,0.0,0.0,0.0,4.0,17.0,0.0,-0.4622242794594874,0.03084574298221829,0.31545561795021293,23
2022,1,00-0027966,M.Ingram,NO,ATL,5.0,22.0,1.0,1.0,1.0,6.0,23.0,0.0,-0.3957416136701316,-0.11135567404729,0.3089341176782176,24
2022,2,00-0027966,M.Ingram,NO,TB,10.0,58.0,2.0,2.0,3.0,12.0,61.0,0.0,0.04672002150223552,-0.05866238435317787,0.31718140642835285,25
2022,3,00-0027966,M.Ingram,NO,CAR,5.0,18.0,0.0,0.0,0.0,5.0,18.0,1.0,-0.43239420169813414,-0.18324184951791037,0.3368247249654292,26
2022,4,00-0027966,M.Ingram,NO,MIN,10.0,30.0,3.0,3.0,13.0,13.0,43.0,0.0,0.15333349197416815,-0.07104875255080523,0.3442239954188501,27
2022,5,00-0027966,M.Ingram,NO,SEA,10.0,16.0,0.0,0.0,0.0,10.0,16.0,0.0,-0.31320032665354985,-0.15176657534506402,0.36170965271848415,28
2022,6,00-0027966,M.Ingram,NO,CIN,9.0,46.0,2.0,1.0,11.0,11.0,57.0,0.0,0.08803260448980851,-0.07183309853942724,0.33027426192867215,29
2022,7,00-0027966,M.Ingram,NO,ARI,4.0,6.0,3.0,3.0,16.0,7.0,22.0,0.0,-0.19551473413002093,-0.1130604537393425,0.2139059329900916,30
2022,8,00-0027966,M.Ingram,NO,LV,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,-1.1704259873156722,-0.4655164485276808,0.18431134105251237,31
2022,12,00-0027966,M.Ingram,NO,SF,4.0,10.0,1.0,0.0,0.0,5.0,10.0,0.0,-0.5161968741101854,-0.48240994982591273,0.17407765595569785,32
2022,13,00-0027966,M.Ingram,NO,TB,7.0,27.0,5.0,5.0,22.0,12.0,49.0,0.0,0.3139769291415731,-0.21694738337255007,0.17149858514250882,33
2020,1,00-0028074,A.Sherman,KC,HOU,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-0.6066079272947361,-0.6066079272947361,1.0,0
2020,3,00-0028074,A.Sherman,KC,BAL,1.0,0.0,1.0,1.0,5.0,2.0,5.0,1.0,-0.738492411306764,-0.6857386177019529,0.7071067811865475,1
2020,14,00-0028074,A.Sherman,KC,MIA,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1670349224908807,-0.9137210778651291,0.5773502691896258,2
2020,17,00-0028074,A.Sherman,KC,LAC,1.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,-0.5880020751676609,-0.7784224152061808,0.5,3
2020,1,00-0028087,D.Lewis,NYG,PIT,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,-0.8163743972095503,-0.8163743972095503,1.0,0
2020,2,00-0028087,D.Lewis,NYG,CHI,10.0,20.0,5.0,4.0,36.0,15.0,56.0,1.0,0.6651949490856144,0.07256721056754845,0.7071067811865475,1
2020,3,00-0028087,D.Lewis,NYG,SF,1.0,0.0,3.0,1.0,10.0,4.0,10.0,0.0,-0.5857590488501545,-0.23927154389346866,0.5773502691896258,2
2020,4,00-0028087,D.Lewis,NYG,LA,1.0,10.0,3.0,2.0,8.0,4.0,18.0,0.0,-0.5722578279086109,-0.3775889234074508,0.5,3
2020,5,00-0028087,D.Lewis,NYG,DAL,0.0,0.0,4.0,2.0,1.0,4.0,1.0,0.0,-0.8050134166582087,-0.5416713118117702,0.4472135954999579,4
2020,6,00-0028087,D.Lewis,NYG,WAS,0.0,0.0,1.0,1.0,10.0,1.0,10.0,0.0,-1.0019680305822352,-0.7098699624301507,0.4082482904638631,5
2020,7,00-0028087,D.Lewis,NYG,PHI,3.0,23.0,0.0,0.0,0.0,3.0,23.0,0.0,-0.4574823631963779,-0.6205107784372316,0.3779644730092272,6
2020,8,00-0028087,D.Lewis,NYG,TB,0.0,0.0,4.0,2.0,8.0,4.0,8.0,1.0,-0.689466594110296,-0.6444293143415919,0.35355339059327373,7
2020,9,00-0028087,D.Lewis,NYG,WAS,3.0,5.0,2.0,2.0,16.0,5.0,21.0,0.0,-0.3029876794690344,-0.527575808191738,0.3333333333333333,8
2020,10,00-0028087,D.Lewis,NYG,PHI,0.0,0.0,2.0,2.0,17.0,2.0,17.0,0.0,-0.771249584804342,-0.6102338167236792,0.31622776601683794,9
2020,12,00-0028087,D.Lewis,NYG,CIN,2.0,10.0,3.0,1.0,7.0,5.0,17.0,0.0,-0.46695608221996376,-0.5619159682795996,0.30151134457776363,10
2020,13,00-0028087,D.Lewis,NYG,SEA,3.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,-0.5365571751318028,-0.5533973815294593,0.2886751345948129,11
2020,14,00-0028087,D.Lewis,NYG,ARI,2.0,14.0,0.0,0.0,0.0,2.0,14.0,1.0,-0.5250679387769749,-0.543905462270695,0.2773500981126146,12
2020,15,00-0028087,D.Lewis,NYG,CLE,1.0,4.0,2.0,2.0,14.0,3.0,18.0,0.0,-0.5629169570283415,-0.5502644096840938,0.2672612419124244,13
2020,16,00-0028087,D.Lewis,NYG,BAL,1.0,15.0,0.0,0.0,0.0,1.0,15.0,0.0,-0.5461389436445285,-0.5488861067647247,0.2581988897471611,14
2020,17,00-0028087,D.Lewis,NYG,DAL,1.0,7.0,1.0,0.0,0.0,2.0,7.0,0.0,-0.7884656309398664,-0.628867715263731,0.25,15
2020,8,00-0029141,A.Morris,NYG,TB,8.0,28.0,0.0,0.0,0.0,8.0,28.0,0.0,-0.3056127741060306,-0.3056127741060306,1.0,0
2020,9,00-0029141,A.Morris,NYG,WAS,9.0,67.0,1.0,1.0,4.0,10.0,71.0,0.0,0.01865765617193278,-0.1110505159392526,0.7071067811865475,1
2020,10,00-0029141,A.Morris,NYG,PHI,8.0,34.0,0.0,0.0,0.0,8.0,34.0,0.0,-0.27770401379681126,-0.18999164650335928,0.5773502691896258,2
2020,12,00-0029141,A.Morris,NYG,CIN,4.0,8.0,0.0,0.0,0.0,4.0,8.0,0.0,-0.5015318050108005,-0.3194006354218349,0.5,3
2020,13,00-0029141,A.Morris,NYG,SEA,8.0,39.0,1.0,1.0,6.0,9.0,45.0,2.0,-0.11140978170740226,-0.23955580532292947,0.4472135954999579,4
2020,14,00-0029141,A.Morris,NYG,ARI,3.0,7.0,0.0,0.0,0.0,3.0,7.0,0.0,-0.5319057121000339,-0.34638441787456314,0.4082482904638631,5
2020,15,00-0029141,A.Morris,NYG,CLE,7.0,39.0,0.0,0.0,0.0,7.0,39.0,0.0,-0.280169169517522,-0.32294055383751463,0.3779644730092272,6
2020,16,00-0029141,A.Morris,NYG,BAL,3.0,4.0,1.0,1.0,9.0,4.0,13.0,0.0,-0.4422715998408349,-0.3643326232442175,0.35355339059327373,7
2020,17,00-0029141,A.Morris,NYG,DAL,5.0,12.0,1.0,0.0,0.0,6.0,12.0,0.0,-0.4487941155021704,-0.39323835850604155,0.3333333333333333,8
2020,1,00-0029892,K.Juszczyk,SF,ARI,1.0,7.0,2.0,1.0,41.0,3.0,48.0,0.0,-0.10328193511827015,-0.10328193511827015,1.0,0
2020,2,00-0029892,K.Juszczyk,SF,NYJ,0.0,0.0,2.0,2.0,6.0,2.0,6.0,0.0,-0.9528231724603632,-0.613006677523526,0.7071067811865475,1
2020,3,00-0029892,K.Juszczyk,SF,NYG,0.0,0.0,1.0,1.0,7.0,1.0,7.0,0.0,-1.051488099942968,-0.8207084039327353,0.5773502691896258,2
2020,4,00-0029892,K.Juszczyk,SF,PHI,0.0,0.0,2.0,1.0,13.0,2.0,13.0,0.0,-0.8372763461871603,-0.8275904722538041,0.5,3
2020,5,00-0029892,K.Juszczyk,SF,MIA,2.0,11.0,1.0,0.0,0.0,3.0,11.0,1.0,-0.6373751525331524,-0.754569425346824,0.4472135954999579,4
2020,6,00-0029892,K.Juszczyk,SF,LA,0.0,0.0,2.0,1.0,8.0,2.0,8.0,0.0,-0.9198097988470056,-0.8149504941596725,0.4082482904638631,5
2020,7,00-0029892,K.Juszczyk,SF,NE,4.0,18.0,2.0,1.0,18.0,6.0,36.0,1.0,-0.14107798380146291,-0.5763623154073001,0.3779644730092272,6
2020,8,00-0029892,K.Juszczyk,SF,SEA,0.0,0.0,2.0,2.0,21.0,2.0,21.0,0.0,-0.7052228256566979,-0.6210598468768375,0.35355339059327373,7
2020,9,00-0029892,K.Juszczyk,SF,GB,0.0,0.0,1.0,1.0,4.0,1.0,4.0,0.0,-1.1010081752641656,-0.7853152838675663,0.3333333333333333,8
2020,10,00-0029892,K.Juszczyk,SF,NO,1.0,5.0,1.0,0.0,0.0,2.0,5.0,0.0,-0.7977685570034041,-0.7895396315648122,0.31622776601683794,9
2020,12,00-0029892,K.Juszczyk,SF,LA,2.0,8.0,2.0,2.0,24.0,4.0,32.0,0.0,-0.24675956361618182,-0.60649678019331,0.30151134457776363,10
2020,13,00-0029892,K.Juszczyk,SF,BUF,2.0,5.0,1.0,1.0,6.0,3.0,11.0,1.0,-0.5662437741209057,-0.5929748936357278,0.2886751345948129,11
2020,14,00-0029892,K.Juszczyk,SF,WAS,1.0,3.0,3.0,2.0,15.0,4.0,18.0,2.0,-0.48927121827087366,-0.5582284666763068,0.2773500981126146,12
2020,15,00-0029892,K.Juszczyk,SF,DAL,2.0,4.0,2.0,1.0,25.0,4.0,29.0,0.0,-0.24885870807495256,-0.4547507522030336,0.2672612419124244,13
2020,16,00-0029892,K.Juszczyk,SF,ARI,1.0,3.0,3.0,2.0,10.0,4.0,13.0,2.0,-0.5718046716757771,-0.4938580330255115,0.2581988897471611,14
2020,17,00-0029892,K.Juszczyk,SF,SEA,1.0,0.0,2.0,1.0,4.0,3.0,4.0,0.0,-0.7465897018091204,-0.5782303743495306,0.25,15
2021,1,00-0029892,K.Juszczyk,SF,DET,0.0,0.0,1.0,1.0,7.0,1.0,7.0,0.0,-1.086599510313047,-0.747858919060636,0.24253562503633297,16
2021,2,00-0029892,K.Juszczyk,SF,PHI,1.0,2.0,3.0,2.0,15.0,4.0,17.0,0.0,-0.5390682093349819,-0.6782148919201215,0.23570226039551587,17
2021,3,00-0029892,K.Juszczyk,SF,GB,5.0,14.0,4.0,4.0,37.0,9.0,51.0,1.0,0.2743001948148292,-0.3605665740790929,0.22941573387056174,18
2021,4,00-0029892,K.Juszczyk,SF,SEA,0.0,0.0,4.0,4.0,41.0,4.0,41.0,0.0,-0.2234095180044302,-0.3148338022323513,0.22360679774997896,19
2021,5,00-0029892,K.Juszczyk,SF,ARI,1.0,0.0,4.0,3.0,35.0,5.0,35.0,0.0,-0.15906319781543066,-0.2628998554092262,0.2182178902359924,20
2021,8,00-0029892,K.Juszczyk,SF,CHI,0.0,0.0,2.0,1.0,11.0,2.0,11.0,0.0,-0.9130791777382026,-0.4796552671030929,0.21320071635561041,21
2021,9,00-0029892,K.Juszczyk,SF,ARI,0.0,0.0,2.0,2.0,14.0,2.0,14.0,0.0,-0.8663570338497291,-0.6085673427018176,0.20851441405707477,22
2021,10,00-0029892,K.Juszczyk,SF,LA,0.0,0.0,1.0,1.0,6.0,1.0,6.0,0.0,-1.1021735543022284,-0.7731125210774553,0.20412414523193154,23
2021,11,00-0029892,K.Juszczyk,SF,JAX,0.0,0.0,2.0,1.0,7.0,2.0,7.0,0.0,-0.9753753656158576,-0.8405361393756876,0.20289035321531815,24
2021,12,00-0029892,K.Juszczyk,SF,MIN,0.0,0.0,2.0,2.0,37.0,2.0,37.0,0.0,-0.5081539744148382,-0.729739159191274,0.20958061610122078,25
2021,13,00-0029892,K.Juszczyk,SF,SEA,0.0,0.0,3.0,2.0,21.0,3.0,21.0,0.0,-0.6461145871887335,-0.7018638112246052,0.20595090829950308,26
2021,14,00-0029892,K.Juszczyk,SF,CIN,0.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,-1.0065234535942207,-0.8034182169835378,0.21646047539249583,27
2021,15,00-0029892,K.Juszczyk,SF,ATL,1.0,6.0,1.0,1.0,6.0,2.0,12.0,1.0,-0.7166192044899582,-0.7744849864846906,0.20763537626373713,28
2021,16,00-0029892,K.Juszczyk,SF,TEN,0.0,0.0,5.0,3.0,45.0,5.0,45.0,0.0,-0.049889169038308534,-0.5329517877173071,0.18257418583505536,29
2021,17,00-0029892,K.Juszczyk,SF,HOU,0.0,0.0,2.0,2.0,9.0,2.0,9.0,0.0,-0.9442272657165656,-0.6700440903499859,0.1796053020267749,30
2021,19,00-0029892,K.Juszczyk,SF,DAL,0.0,0.0,3.0,2.0,15.0,3.0,15.0,0.0,-0.7395588630447516,-0.693215734955943,0.17677669529663687,31
2021,20,00-0029892,K.Juszczyk,SF,GB,2.0,14.0,0.0,0.0,0.0,2.0,14.0,0.0,-0.5262543664536585,-0.6375618594580702,0.17407765595569785,32
2021,21,00-0029892,K.Juszczyk,SF,LA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6175125823578944,-0.6308787602068021,0.17149858514250882,33
2022,1,00-0029892,K.Juszczyk,SF,CHI,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,-1.0900567517404731,-0.7839381958333516,0.1690308509457033,34
2022,2,00-0029892,K.Juszczyk,SF,SEA,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,-0.6990842906491482,-0.755653547822079,0.16666666666666666,35
2022,3,00-0029892,K.Juszczyk,SF,DEN,0.0,0.0,1.0,1.0,24.0,1.0,24.0,0.0,-0.8048958779101547,-0.7720676628614741,0.1643989873053573,36
2022,4,00-0029892,K.Juszczyk,SF,LA,1.0,9.0,1.0,1.0,35.0,2.0,44.0,0.0,-0.21824434608952573,-0.5874598530392591,0.16222142113076254,37
2022,5,00-0029892,K.Juszczyk,SF,CAR,0.0,0.0,2.0,2.0,27.0,2.0,27.0,0.0,-0.6414516136770423,-0.6054571090266332,0.16012815380508713,38
2022,6,00-0029892,K.Juszczyk,SF,ATL,0.0,0.0,4.0,4.0,33.0,4.0,33.0,0.0,-0.31456307776023706,-0.5084924231685688,0.15811388300841897,39
2022,7,00-0029892,K.Juszczyk,SF,KC,0.0,0.0,4.0,3.0,34.0,4.0,34.0,0.0,-0.29794808037330467,-0.43831097133878016,0.15617376188860607,40
2022,11,00-0029892,K.Juszczyk,SF,ARI,1.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,-0.6001819443128802,-0.4922679644989237,0.1543033499620919,41
2022,12,00-0029892,K.Juszczyk,SF,NO,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,-1.0568267450456794,-0.680454229723883,0.15249857033260467,42
2022,13,00-0029892,K.Juszczyk,SF,MIA,1.0,0.0,3.0,3.0,12.0,4.0,12.0,1.0,-0.5831802066067165,-0.6480295547722521,0.15075567228888181,43
2022,14,00-0029892,K.Juszczyk,SF,TB,0.0,0.0,2.0,2.0,7.0,2.0,7.0,0.0,-0.9737517044668372,-0.7566036059635093,0.14907119849998599,44
2022,17,00-0029892,K.Juszczyk,SF,LV,1.0,9.0,0.0,0.0,0.0,1.0,9.0,0.0,-0.5769663404844501,-0.6967245169950698,0.14744195615489714,45
2022,18,00-0029892,K.Juszczyk,SF,ARI,1.0,3.0,1.0,1.0,26.0,2.0,29.0,0.0,-0.39563808799521494,-0.5963623734638904,0.14586499149789456,46
2022,19,00-0029892,K.Juszczyk,SF,SEA,0.0,0.0,1.0,1.0,6.0,1.0,6.0,0.0,-1.1039659560446915,-0.7655635682545576,0.14433756729740646,47
2022,20,00-0029892,K.Juszczyk,SF,DAL,1.0,8.0,0.0,0.0,0.0,1.0,8.0,0.0,-0.5816094588659503,-0.7042455316474383,0.14285714285714285,48
2023,3,00-0029892,K.Juszczyk,SF,NYG,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,-0.6233330445927322,-0.6772747025869038,0.1414213562373095,49
2023,4,00-0029892,K.Juszczyk,SF,ARI,2.0,3.0,1.0,1.0,4.0,3.0,7.0,0.0,-0.6553336020891796,-0.6699610024133489,0.14002800840280097,50
