game_id,game_date,season,week,passer_player_id,passer_player_name,posteam,defteam,qb_epa_mean,qb_epa_sum,qb_epa_count,epa_mean,epa_sum,cpoe_mean,success_mean,complete_pass_sum,incomplete_pass_sum,interception_sum,pass_touchdown_sum,sack_sum,yards_gained_sum,air_yards_mean,air_yards_sum,yards_after_catch_sum,qb_hit_sum,qb_scramble_sum,pass_attempt_sum,attempts,completions,completion_pct,yards_per_attempt,air_yards_per_attempt,epa_per_play,success_rate,td_rate,int_rate,sack_rate,qb_epa_context_impact,cpoe_context_impact,success_context_impact,epa_per_play_ctx_adj,success_rate_ctx_adj,base_epa,opp_adj_epa,opp_adj_cpoe,opp_adj_success_rate,defense_quality,opp_adj_base_epa,opp_adj_base_epa_kalman,leaf_rating,opp_adj_base_epa_uncertainty,game_number
2016_14_MIN_JAX,2016-12-11,2016,14,00-0031407,B.Bortles,JAX,MIN,-0.014795107,-0.6065994,41,-0.014795107,-0.6065994,-3.3502753,0.36585367,23.0,14.0,0.0,1.0,4.0,230.0,8.054054,298.0,143.0,7.0,0.0,41.0,41.0,23.0,0.5609756,5.609756,7.268293,-0.014795107,0.36585367,0.024390243,0.0,0.09756097,0.03612656250190646,1.4085182999993142,0.44478100864290115,-0.05092166933756978,-0.07892734138368485,-0.05092166933756978,-0.03098405723734338,-4.006881700662547,-0.06330295842280381,-0.01618895040168006,-0.06711061973924984,-0.12430508035373918,-0.1445971114865591,0.09341462186188505,13
2016_15_JAX_HOU,2016-12-18,2016,15,00-0031407,B.Bortles,JAX,HOU,-0.530911,-15.927331,30,-0.530911,-15.927331,-19.8977,0.2,12.0,15.0,1.0,0.0,2.0,83.0,9.107142,255.0,44.0,5.0,0.0,30.0,30.0,12.0,0.4,2.7666667,8.5,-0.530911,0.2,0.0,0.033333335,0.06666667,0.03456920878810727,0.10474469432128093,0.43440908408725154,-0.5654802371732697,-0.2344090811070193,-0.5654802371732697,-0.4033586637219573,-15.301602906410391,-0.17664964185692567,0.12755236466320505,-0.4379278725100646,-0.15200521846730583,-0.1445971114865591,0.09133204000899636,14
2016_16_TEN_JAX,2016-12-24,2016,16,00-0031407,B.Bortles,JAX,TEN,0.32634568,13.053827,40,0.32634568,13.053827,3.0234206,0.575,26.0,12.0,0.0,1.0,2.0,311.0,8.052631,306.0,155.0,2.0,0.0,40.0,40.0,26.0,0.65,7.775,7.65,0.32634568,0.575,0.025,0.0,0.05,0.12622812311855278,2.3189029919360458,0.4791797446121861,0.20011755902561226,0.09582024346688495,0.20011755902561226,0.228647076655993,-1.4769742110252473,0.09981572317106363,-0.09769860548817204,0.10241895353744021,-0.13039838115856783,-0.1445971114865591,0.08955759357575803,15
2016_17_JAX_IND,2017-01-01,2016,17,00-0031407,B.Bortles,JAX,IND,0.0062201293,0.2550253,41,0.0062201293,0.2550253,-1.4522661,0.5365854,25.0,14.0,0.0,1.0,2.0,288.0,8.153846,318.0,161.0,7.0,0.0,41.0,41.0,25.0,0.6097561,7.02439,7.756098,0.0062201293,0.5365854,0.024390243,0.0,0.048780486,0.11553732068138677,0.45629055604393587,0.486049688724177,-0.10931719136285144,0.050535701843602565,-0.10931719136285144,-0.034939433677331086,-2.0590499021567155,0.07297182436890831,-0.041159562995866414,-0.15047675435871785,-0.1320462071588088,-0.1445971114865591,0.08803946888045804,16
2017_01_JAX_HOU,2017-09-10,2017,1,00-0031407,B.Bortles,JAX,HOU,0.091587044,1.9233279,21,0.091587044,1.9233279,-7.0600367,0.52380955,11.0,10.0,0.0,1.0,0.0,125.0,8.238095,173.0,58.0,3.0,0.0,21.0,21.0,11.0,0.52380955,5.952381,8.238095,0.091587044,0.52380955,0.04761905,0.0,0.0,0.09386427785532311,0.7577603716429808,0.487804748073352,-0.0022772335566742796,0.03600480411933599,-0.0022772335566742796,0.21913940896185388,-2.4639402095720113,0.14715990735553008,0.12755236466320505,0.12527513110653077,-0.11154851469839755,-0.1445971114865591,0.08673623871938545,17
2017_02_TEN_JAX,2017-09-17,2017,2,00-0031407,B.Bortles,JAX,TEN,-0.28576365,-10.573256,37,-0.28576365,-10.573256,-6.287365,0.4054054,20.0,12.0,2.0,1.0,2.0,211.0,8.8529415,301.0,92.0,5.0,0.0,37.0,37.0,20.0,0.5405405,5.7027025,8.135135,-0.28576365,0.4054054,0.027027028,0.054054055,0.054054055,-0.0032548200043162633,1.7430446675049402,0.44663001822592624,-0.28250883112826736,-0.041224616042393525,-0.28250883112826736,-0.38346225662075567,-10.787759743022928,-0.0697788627244747,-0.09769860548817204,-0.3802074366164394,-0.1323992949743966,-0.1445971114865591,0.08561434167028063,18
2017_03_BAL_JAX,2017-09-24,2017,3,00-0031407,B.Bortles,JAX,BAL,0.5175472,16.043962,31,0.5175472,16.043962,7.891791,0.61290324,20.0,11.0,0.0,4.0,0.0,244.0,6.064516,188.0,123.0,2.0,0.0,31.0,31.0,20.0,0.6451613,7.870968,6.064516,0.5175472,0.61290324,0.12903225,0.0,0.0,0.14645768272819348,2.6629338565171867,0.46476173857969133,0.3710895074611681,0.14814149876314314,0.3710895074611681,0.47119119958047284,4.862885397678754,0.1647993704250112,-0.04635599060888873,0.32473351685227936,-0.09771872757372499,-0.1445971114865591,0.08464628437979349,19
2017_04_JAX_NYJ,2017-10-01,2017,4,00-0031407,B.Bortles,JAX,NYJ,-0.3318325,-11.94597,36,-0.3318325,-11.94597,-19.081846,0.2777778,15.0,19.0,1.0,1.0,1.0,136.0,7.0,245.0,93.0,6.0,0.0,36.0,36.0,15.0,0.41666666,3.7777777,6.8055553,-0.3318325,0.2777778,0.027777778,0.027777778,0.027777778,0.0636099589903279,1.2465131537821004,0.44257093019220484,-0.39544245730232436,-0.16479313916895044,-0.39544245730232436,-0.43884835958727964,-18.326957005545786,-0.1464650393333743,-0.10701586127528319,-0.5024583185776075,-0.12782024839057599,-0.1445971114865591,0.08380933105428816,20
2017_05_JAX_PIT,2017-10-08,2017,5,00-0031407,B.Bortles,JAX,PIT,-0.13259977,-2.1215963,16,-0.13259977,-2.1215963,-5.5246224,0.3125,8.0,5.0,1.0,0.0,2.0,82.0,8.142858,114.0,53.0,5.0,0.0,16.0,16.0,8.0,0.5,5.125,7.125,-0.13259977,0.3125,0.0,0.0625,0.125,0.10801372683768556,2.0405600483861015,0.46760038653517527,-0.2406134978604822,-0.15510038653517527,-0.2406134978604822,-0.1832641646308753,-7.387951201307697,-0.158349355825175,-0.05066439360807867,-0.29127789146856087,-0.13976765265655283,-0.1445971114865591,0.0830845291234219,21
2017_06_LA_JAX,2017-10-15,2017,6,00-0031407,B.Bortles,JAX,LA,-0.18787502,-7.515001,40,-0.18787502,-7.515001,-3.953506,0.4,23.0,11.0,1.0,1.0,5.0,220.0,5.3428574,187.0,161.0,8.0,0.0,40.0,40.0,23.0,0.575,5.5,4.675,-0.18787502,0.4,0.025,0.025,0.125,-0.07405141336975314,-1.72618014283696,0.40996618755371117,-0.11382360415401242,-0.009966181593246692,-0.11382360415401242,-0.16239915902873336,-2.487954130158128,-0.0415692018924152,0.02547585849503219,-0.08834774565898022,-0.1360659330636362,-0.1445971114865591,0.08245597187623417,22
2017_07_JAX_IND,2017-10-22,2017,7,00-0031407,B.Bortles,JAX,IND,0.67043453,18.101732,27,0.67043453,18.101732,8.198195,0.5925926,18.0,8.0,0.0,1.0,1.0,330.0,10.269231,267.0,179.0,4.0,0.0,27.0,27.0,18.0,0.6666667,12.222222,9.888889,0.67043453,0.5925926,0.037037037,0.0,0.037037037,0.11626534169114063,0.40196747744507655,0.4628970008991696,0.5541691928585725,0.1296955961085819,0.5541691928585725,0.6292749715538467,7.591411652370567,0.12897903080888024,-0.041159562995866414,0.513009629862706,-0.08995546129074478,-0.1445971114865591,0.08191023142946745,23
2017_09_CIN_JAX,2017-11-05,2017,9,00-0031407,B.Bortles,JAX,CIN,0.38816524,14.750278,38,0.38816524,14.750278,1.129537,0.55263156,24.0,14.0,0.0,1.0,0.0,259.0,7.394737,281.0,134.0,5.0,0.0,38.0,38.0,24.0,0.6315789,6.8157897,7.394737,0.38816524,0.55263156,0.02631579,0.0,0.0,0.05566775904047649,1.402701457417743,0.4558187416472278,0.3324974764789327,0.09681281534053465,0.3324974764789327,0.16784051182083506,-0.7298916430978812,0.05206025378935719,-0.22032472369857412,0.11217275278035857,-0.07576204584712043,-0.1445971114865591,0.08143591633742182,24
2017_10_LAC_JAX,2017-11-12,2017,10,00-0031407,B.Bortles,JAX,LAC,-0.15593052,-8.576179,55,-0.15593052,-8.576179,-8.753787,0.36363637,28.0,21.0,2.0,1.0,3.0,265.0,9.6470585,492.0,122.0,10.0,0.0,55.0,55.0,28.0,0.5090909,4.818182,8.945455,-0.15593052,0.36363637,0.018181818,0.036363635,0.054545455,0.04418915860180326,1.7440261558430927,0.4551715003625425,-0.20011967770580716,-0.09153512588897073,-0.20011967770580716,-0.11725709723917409,-5.410098786520663,-0.0433840523685155,0.03867342186482982,-0.16144625584097733,-0.08171796629263747,-0.1445971114865591,0.08102332192508753,25
2017_11_JAX_CLE,2017-11-19,2017,11,00-0031407,B.Bortles,JAX,CLE,-0.2002549,-6.408157,32,-0.2002549,-6.408157,-4.0565863,0.34375,17.0,13.0,0.0,1.0,2.0,145.0,5.633333,169.0,79.0,4.0,0.0,32.0,32.0,17.0,0.53125,4.53125,5.28125,-0.2002549,0.34375,0.03125,0.0,0.0625,-0.022401046888419866,-1.051885539915461,0.41607462458183286,-0.17785385535519432,-0.07232462458183286,-0.17785385535519432,-0.16295347149389838,-5.798625227391554,-0.09551623122397912,0.037301430749715814,-0.1405524246054785,-0.08577137961856843,-0.1445971114865591,0.08066415065893727,26
2017_12_JAX_ARI,2017-11-26,2017,12,00-0031407,B.Bortles,JAX,ARI,-0.26337302,-9.481428,36,-0.26337302,-9.481428,-9.816037,0.44444445,19.0,13.0,1.0,0.0,3.0,128.0,7.6969695,254.0,122.0,4.0,0.0,36.0,36.0,19.0,0.5277778,3.5555556,7.0555553,-0.26337302,0.44444445,0.0,0.027777778,0.083333336,0.05385179989079697,-0.3125893904406714,0.46542969123931854,-0.31722481720189316,-0.020985243483504945,-0.31722481720189316,-0.33599048381958413,-10.197037494760483,-0.03540536969918823,-0.07261746650848792,-0.3898422837103811,-0.10655822243646021,-0.1445971114865591,0.08035128617066772,27
2017_13_IND_JAX,2017-12-03,2017,13,00-0031407,B.Bortles,JAX,IND,0.49177,18.19549,37,0.49177,18.19549,11.4812765,0.5405405,26.0,9.0,0.0,2.0,1.0,303.0,7.285714,255.0,128.0,1.0,0.0,37.0,37.0,26.0,0.7027027,8.189189,6.891892,0.49177,0.5405405,0.054054055,0.0,0.027027028,0.08931490323264629,2.687472719390993,0.4574714513072817,0.4024550960330245,0.08306906506921369,0.4024550960330245,0.45061043626980435,10.874492707058067,0.07692695017762413,-0.041159562995866414,0.36129553303715806,-0.0747915912112364,-0.1445971114865591,0.08007860892085922,28
2017_14_SEA_JAX,2017-12-10,2017,14,00-0031407,B.Bortles,JAX,SEA,0.4054654,10.947566,27,0.4054654,10.947566,1.703689,0.4814815,18.0,9.0,0.0,2.0,0.0,268.0,8.481482,229.0,98.0,1.0,0.0,27.0,27.0,18.0,0.6666667,9.925926,8.481482,0.4054654,0.4814815,0.074074075,0.0,0.0,0.10612012203112504,2.0768070351933847,0.4811022295351337,0.2993452722273741,0.00037926298424495464,0.2993452722273741,0.3929109702556649,1.1252092628536499,0.03461261823357137,-0.012554424002834267,0.2867908482245399,-0.050386211100470216,-0.1445971114865591,0.07984084456962522,29
2017_15_HOU_JAX,2017-12-17,2017,15,00-0031407,B.Bortles,JAX,HOU,0.6225621,18.676863,30,0.6225621,18.676863,13.9154215,0.53333336,21.0,8.0,0.0,3.0,1.0,326.0,5.448276,158.0,201.0,4.0,0.0,30.0,30.0,21.0,0.7,10.866667,5.266667,0.6225621,0.53333336,0.1,0.0,0.033333335,0.1522115294521503,2.43739422088021,0.4652962829841981,0.4703505809718914,0.06803707816463611,0.4703505809718914,0.7501144750872468,18.51151793556959,0.15668371631167632,0.12755236466320505,0.5979029456350965,-0.006856308651329079,-0.1445971114865591,0.07963343832291433,30
2017_16_JAX_SF,2017-12-24,2017,16,00-0031407,B.Bortles,JAX,SF,0.013467752,0.7003231,52,0.013467752,0.7003231,-0.7469365,0.53846157,32.0,15.0,3.0,2.0,1.0,382.0,7.8,390.0,166.0,5.0,0.0,52.0,52.0,32.0,0.61538464,7.3461537,7.5,0.013467752,0.53846157,0.03846154,0.057692308,0.01923077,0.0371375865650277,0.3027036667939689,0.4430186682045702,-0.023669834190319046,0.09544289776680431,-0.023669834190319046,-0.04246742843261156,-2.457951245124624,0.06975480122705996,-0.05593518080732021,-0.07960501499763925,-0.011718901024269519,-0.1445971114865591,0.079452450118297,31
2017_17_JAX_TEN,2017-12-31,2017,17,00-0031407,B.Bortles,JAX,TEN,-0.30138537,-10.849874,36,-0.40864387,-14.71118,-17.437216,0.33333334,15.0,17.0,2.0,0.0,2.0,146.0,10.558824,359.0,102.0,5.0,0.0,36.0,36.0,15.0,0.41666666,4.0555553,9.972222,-0.30138537,0.33333334,0.0,0.055555556,0.055555556,0.021624917464617775,-0.36771217355561847,0.44167272914202205,-0.3230102903417387,-0.10833938587458125,-0.3230102903417387,-0.399083978365293,-21.937610588359842,-0.14185092164056662,-0.09769860548817204,-0.4207088958299108,-0.038947572368087845,-0.1445971114865591,0.0792944666848298,32
2017_18_BUF_JAX,2018-01-07,2017,18,00-0031407,B.Bortles,JAX,BUF,-0.32274148,-8.068537,25,-0.32274148,-8.068537,-15.46264,0.36,12.0,11.0,0.0,1.0,2.0,75.0,3.5217392,81.0,45.0,5.0,0.0,25.0,25.0,12.0,0.48,3.0,3.24,-0.32274148,0.36,0.04,0.0,0.08,0.015309752185445707,-0.2490220134049077,0.4478519997549619,-0.33805123086701006,-0.08785198544984718,-0.33805123086701006,-0.3024425596160263,-16.889816534280726,-0.07345760946521918,0.020298919065538018,-0.317752311801472,-0.05744458613491719,-0.1445971114865591,0.0791565273814437,33
2017_19_JAX_PIT,2018-01-14,2017,19,00-0031407,B.Bortles,JAX,PIT,0.3890763,10.115984,26,0.3890763,10.115984,-2.9570653,0.46153846,14.0,12.0,0.0,1.0,0.0,214.0,10.269231,267.0,114.0,4.0,0.0,26.0,26.0,14.0,0.53846157,8.230769,10.269231,0.3890763,0.46153846,0.03846154,0.0,0.0,0.07838297308982999,0.3583554079242026,0.4474946239417627,0.310693319424971,0.014043839889185172,0.310693319424971,0.33841189890672235,-4.820394104826374,-0.009310891994227133,-0.05066439360807867,0.26002892581689235,-0.03644619230000745,-0.1445971114865591,0.07903606137217756,34
2017_20_JAX_NE,2018-01-21,2017,20,00-0031407,B.Bortles,JAX,NE,0.19559975,7.6283903,39,0.19559975,7.6283903,0.4324505,0.51282054,23.0,13.0,0.0,1.0,3.0,273.0,8.916667,321.0,146.0,7.0,0.0,39.0,39.0,23.0,0.5897436,7.0,8.230769,0.19559975,0.51282054,0.025641026,0.0,0.07692308,0.05917943322280369,0.9675325885750348,0.45269638631956466,0.1364203164615301,0.06012415553910844,0.1364203164615301,0.07317484373077518,-3.164560869497239,0.045617699323181604,-0.12242490595355862,0.013995410507971484,-0.03311875205880473,-0.1445971114865591,0.07893083419360304,35
2018_01_JAX_NYG,2018-09-09,2018,1,00-0031407,B.Bortles,JAX,NYG,-0.12573995,-4.2751584,34,-0.12573995,-4.2751584,-12.037106,0.4117647,18.0,14.0,1.0,1.0,1.0,168.0,6.969697,230.0,88.0,2.0,0.0,34.0,34.0,18.0,0.5294118,4.9411764,6.7647057,-0.12573995,0.4117647,0.029411765,0.029411765,0.029411765,0.018126764530774105,-0.9998095476042911,0.4304960099457306,-0.143866711492177,-0.018731298804144314,-0.143866711492177,-0.1942329000092686,-12.985225309875792,-0.048958663312693884,-0.0684929530478657,-0.2123596645400427,-0.044915064942224664,-0.1445971114865591,0.07883890215162888,36
2018_02_NE_JAX,2018-09-16,2018,2,00-0031407,B.Bortles,JAX,NE,0.43267503,19.470377,45,0.30913514,13.911081,1.3569764,0.53333336,29.0,15.0,1.0,4.0,0.0,376.0,7.8,351.0,205.0,5.0,0.0,45.0,45.0,29.0,0.64444447,8.355556,7.8,0.43267503,0.53333336,0.08888889,0.022222223,0.0,-0.015038647128006632,-1.694684133036151,0.4289920937862544,0.44771368093576114,0.10434126736257981,0.44771368093576114,0.3102501278541959,-2.240034982723176,0.06613051861334274,-0.12242490595355862,0.32528877498220254,-0.020600606515374743,-0.1445971114865591,0.07875857328120851,37
2018_03_TEN_JAX,2018-09-23,2018,3,00-0031407,B.Bortles,JAX,TEN,-0.16221128,-6.0018177,37,-0.16276829,-6.0224266,-12.795848,0.35135135,21.0,13.0,0.0,0.0,3.0,145.0,3.9705882,135.0,89.0,4.0,0.0,37.0,37.0,21.0,0.5675676,3.9189188,3.6486487,-0.16221128,0.35135135,0.0,0.0,0.08108108,0.0418763078022214,1.8049044966459895,0.4656228089813242,-0.20408759184362613,-0.11427145843544101,-0.20408759184362613,-0.2599098895295768,-17.29624267606736,-0.12383291436212424,-0.09769860548817204,-0.3017861973317982,-0.03903556667685794,-0.1445971114865591,0.0786883738346838,38
2018_04_NYJ_JAX,2018-09-30,2018,4,00-0031407,B.Bortles,JAX,NYJ,0.3897194,15.978496,41,0.27587894,11.311036,5.081531,0.4878049,29.0,8.0,1.0,2.0,2.0,377.0,5.0526314,192.0,245.0,4.0,0.0,41.0,41.0,29.0,0.70731705,9.195122,4.6829267,0.3897194,0.4878049,0.048780486,0.024390243,0.048780486,0.09511139600310933,2.1361741135724035,0.4739449656309974,0.29460800082649574,0.013859924047957661,0.29460800082649574,0.2827035355543219,5.836420279457878,0.06356205932232639,-0.10701586127528319,0.18759213955121257,-0.024200666438257176,-0.1445971114865591,0.07862701944812968,39
2018_05_JAX_KC,2018-10-07,2018,5,00-0031407,B.Bortles,JAX,KC,-0.31838915,-21.013683,66,-0.31838915,-21.013683,-6.034971,0.42424244,33.0,24.0,4.0,1.0,5.0,401.0,10.606558,647.0,148.0,13.0,0.0,66.0,66.0,33.0,0.5,6.0757575,9.80303,-0.31838915,0.42424244,0.015151516,0.060606062,0.07575758,-0.006646540125403817,0.08651768197032067,0.43886841683517813,-0.3117426073946615,-0.014625979949344392,-0.3117426073946615,-0.2940003472659911,-9.50437897974318,-0.02580431887537804,0.024388800254074205,-0.2873538071405873,-0.04140300709010164,-0.1445971114865591,0.07857339028154352,40
2018_06_JAX_DAL,2018-10-14,2018,6,00-0031407,B.Bortles,JAX,DAL,-0.48043463,-13.932604,29,-0.6575882,-19.070057,-6.921731,0.37931034,15.0,10.0,1.0,1.0,3.0,139.0,8.5,221.0,63.0,6.0,0.0,29.0,29.0,15.0,0.51724136,4.793103,7.62069,-0.48043463,0.37931034,0.03448276,0.03448276,0.10344828,-0.04410597274966576,-1.3946876152374326,0.4632324004390162,-0.4363286535912003,-0.08392206074976144,-0.4363286535912003,-0.629840301469999,-11.733836304701661,-0.10158042728439937,-0.14940567512913294,-0.5857343287203333,-0.07694353820119797,-0.1445971114865591,0.07852650954652532,41
2018_07_HOU_JAX,2018-10-21,2018,7,00-0031407,B.Bortles,JAX,HOU,-0.16386096,-1.9663315,12,-0.16386096,-1.9663315,-14.832985,0.33333334,6.0,6.0,0.0,0.0,0.0,61.0,6.25,75.0,34.0,4.0,0.0,12.0,12.0,6.0,0.5,5.0833335,6.25,-0.16386096,0.33333334,0.0,0.0,0.0,0.022436280628328798,0.38868301955415285,0.47277107292875015,-0.18629724242318202,-0.13943772966130935,-0.18629724242318202,-0.03630859713164816,-10.236888474647696,-0.04331630156971711,0.12755236466320505,-0.05874487775997697,-0.07575654957537514,-0.1445971114865591,0.07848552493056325,42
2018_08_PHI_JAX,2018-10-28,2018,8,00-0031407,B.Bortles,JAX,PHI,-0.038433928,-1.7679607,46,-0.15291215,-7.0339594,-10.470637,0.36956522,24.0,17.0,0.0,1.0,4.0,265.0,6.268293,257.0,143.0,8.0,0.0,46.0,46.0,24.0,0.5217391,5.7608695,5.5869565,-0.038433928,0.36956522,0.02173913,0.0,0.08695652,-0.014872624698164546,-0.3319811909852745,0.451678352721271,-0.023561303344485675,-0.0821131340342135,-0.023561303344485675,0.029318718659923082,-8.25564016567139,-0.04961993689487032,0.0677526467025733,0.04419134335808763,-0.06794021545516905,-0.1445971114865591,0.0784496925049633,43
2018_10_JAX_IND,2018-11-11,2018,10,00-0031407,B.Bortles,JAX,IND,0.48083165,18.271603,38,0.3770793,14.329014,-6.0648484,0.55263156,26.0,12.0,0.0,2.0,0.0,320.0,3.9473684,150.0,260.0,1.0,0.0,38.0,38.0,26.0,0.68421054,8.421053,3.9473684,0.48083165,0.55263156,0.05263158,0.0,0.0,0.029984285364316365,-0.5570921461321103,0.45271440677204167,0.4508473675153986,0.09991715021572078,0.4508473675153986,0.43967208988384854,-6.671632228092079,0.08901799078889122,-0.041159562995866414,0.4096878045195322,-0.03684072028721577,-0.1445971114865591,0.07841836276749335,44
2018_11_PIT_JAX,2018-11-18,2018,11,00-0031407,B.Bortles,JAX,PIT,-0.28754398,-6.901056,24,-0.28754398,-6.901056,-11.518037,0.29166666,10.0,8.0,0.0,0.0,6.0,64.0,8.388889,151.0,52.0,7.0,0.0,24.0,24.0,10.0,0.41666666,2.6666667,6.2916665,-0.28754398,0.29166666,0.0,0.0,0.25,0.077326833964661,2.232393218464819,0.44592483315154025,-0.36487081623204076,-0.15425817641898104,-0.36487081623204076,-0.33820837587545843,-13.381365603315754,-0.1791826990926158,-0.05066439360807867,-0.41553520984011943,-0.06148119367238632,-0.1445971114865591,0.07839096852375227,45
2018_12_JAX_BUF,2018-11-25,2018,12,00-0031407,B.Bortles,JAX,BUF,-0.332662,-8.649212,26,-0.332662,-8.649212,-10.94096,0.30769232,12.0,9.0,2.0,1.0,3.0,107.0,7.652174,176.0,70.0,7.0,0.0,26.0,26.0,12.0,0.46153846,4.1153846,6.769231,-0.332662,0.30769232,0.03846154,0.07692308,0.115384616,-0.0035510896930688457,-1.0198717333156209,0.42728102032146553,-0.32911089665794435,-0.11958870116672615,-0.32911089665794435,-0.31236306728547514,-12.368136656045861,-0.12576530461559454,0.020298919065538018,-0.3088119775924063,-0.0775644053341792,-0.1445971114865591,0.07836701435529625,46
2018_16_JAX_MIA,2018-12-23,2018,16,00-0031407,B.Bortles,JAX,MIA,0.10495258,0.7346681,7,0.10495258,0.7346681,14.734928,0.2857143,5.0,1.0,0.0,0.0,1.0,33.0,5.5,33.0,14.0,1.0,0.0,7.0,7.0,5.0,0.71428573,4.714286,4.714286,0.10495258,0.2857143,0.0,0.0,0.14285715,0.07087291480885913,2.0479120991647215,0.4423508947444593,0.034079666417966586,-0.15663659625774973,0.034079666417966586,-0.027210745499795908,10.920993579917347,-0.20342501767549132,-0.13216332672662162,-0.09808366030865504,-0.07889800044135464,-0.1445971114865591,0.07834606745935166,47
2018_17_JAX_HOU,2018-12-30,2018,17,00-0031407,B.Bortles,JAX,HOU,-0.45980123,-14.253838,31,-0.45980123,-14.253838,-16.210474,0.32258064,15.0,12.0,1.0,0.0,3.0,89.0,9.678572,271.0,61.0,4.0,0.0,31.0,31.0,15.0,0.48387095,2.8709676,8.741936,-0.45980123,0.32258064,0.0,0.032258064,0.09677419,-0.06303364022751337,-3.4973552580661336,0.4232013829900973,-0.396767586626811,-0.10062074744245936,-0.396767586626811,-0.33224886219111927,-11.614377564613516,-0.054069009289519965,0.12755236466320505,-0.2692152219636059,-0.09126138531178511,-0.1445971114865591,0.0783277496758498,48
2019_13_LA_ARI,2019-12-01,2019,13,00-0031407,B.Bortles,LA,ARI,-0.7143179,-1.4286358,2,-0.7143179,-1.4286358,12.419778,0.0,1.0,1.0,0.0,0.0,0.0,3.0,-1.5,-3.0,6.0,0.0,0.0,2.0,2.0,1.0,0.5,1.5,-1.5,-0.7143179,0.0,0.0,0.0,0.0,0.1256917127326181,0.3729133967597789,0.46237887533792577,-0.8400096305564095,-0.46237887533792577,-0.8400096305564095,-0.7869353843322794,12.03877755345729,-0.4798498174550018,-0.07261746650848792,-0.9126270970648974,-0.1445971114865591,-0.1445971114865591,0.07831173054359072,49
2016_16_TEN_JAX,2016-12-24,2016,16,00-0031431,M.Lee,JAX,TEN,2.7149355,2.7149355,1,2.7149355,2.7149355,56.088005,1.0,1.0,0.0,0.0,1.0,0.0,20.0,15.0,15.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,20.0,15.0,2.7149355,1.0,1.0,0.0,0.0,0.19436940763380575,2.522481024710059,0.4694287483572214,2.5205661335191483,0.5305712516427785,2.5205661335191483,2.617236935664782,51.587610282611834,0.5248157350919926,-0.09769860548817204,2.4228675280309764,2.3959135011431165,0.8751392665094582,0.14916330304908842,1
2017_07_JAX_IND,2017-10-22,2017,7,00-0031431,M.Lee,JAX,IND,-0.3733991,-0.3733991,1,-0.3733991,-0.3733991,-22.280745,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,-0.3733991,0.0,0.0,0.0,0.0,0.22102555536943846,2.004522408454766,0.514983210401579,-0.5944246640177386,-0.514983210401579,-0.5944246640177386,-0.4145586716441666,-22.887528357700234,-0.46361356619887123,-0.041159562995866414,-0.6355842270136051,0.8751392665094582,0.8751392665094582,0.10624169930569174,2
2016_01_TB_ATL,2016-09-11,2016,1,00-0031503,J.Winston,TB,ATL,0.40886152,13.083569,32,0.40886152,13.083569,11.188651,0.53125,23.0,8.0,1.0,4.0,0.0,281.0,9.90625,317.0,105.0,6.0,0.0,32.0,32.0,23.0,0.71875,8.78125,9.90625,0.40886152,0.53125,0.125,0.03125,0.0,0.09866217724120543,-0.4289124488088772,0.4746299285103752,0.31019934066498356,0.05662007148962478,0.31019934066498356,0.37373493749589914,10.92614489368462,0.08490698865300927,-0.035126580410289834,0.27507276025469374,0.1399951312830596,0.014731268351894169,0.4955105708721767,1
2016_02_TB_ARI,2016-09-18,2016,2,00-0031503,J.Winston,TB,ARI,-0.36788565,-20.233711,55,-0.36788565,-20.233711,-9.321896,0.38181818,27.0,21.0,4.0,1.0,3.0,221.0,10.980769,571.0,81.0,8.0,0.0,55.0,55.0,27.0,0.4909091,4.018182,10.381818,-0.36788565,0.38181818,0.018181818,0.07272727,0.054545455,-0.022279078370339756,-1.2660754015032176,0.44981381147420063,-0.3456065708339144,-0.0679956361583437,-0.3456065708339144,-0.4405031157127421,-9.702895916086167,-0.09803164213914489,-0.07261746650848792,-0.4182240373424023,-0.04864608361935674,0.014731268351894169,0.40377197307229223,2
2016_03_LA_TB,2016-09-25,2016,3,00-0031503,J.Winston,TB,LA,0.009391607,0.5822796,62,0.009391607,0.5822796,1.4008263,0.5322581,36.0,21.0,1.0,3.0,2.0,389.0,6.706897,389.0,180.0,9.0,0.0,62.0,62.0,36.0,0.58064514,6.274194,6.274194,0.009391607,0.5322581,0.048387095,0.016129032,0.032258064,0.009087598919149743,1.6732426809761727,0.4494991775312525,0.00030400786620725546,0.08275891582583367,0.00030400786620725546,0.034867465280389184,2.8663781976845844,0.0906888855042065,0.02547585849503219,0.02577986636123944,-0.029785989806155544,0.014731268351894169,0.34964714101725664,3
