game_id,game_date,season,week,passer_player_id,passer_player_name,posteam,defteam,qb_epa_mean,qb_epa_sum,qb_epa_count,epa_mean,epa_sum,cpoe_mean,success_mean,complete_pass_sum,incomplete_pass_sum,interception_sum,pass_touchdown_sum,sack_sum,yards_gained_sum,air_yards_mean,air_yards_sum,yards_after_catch_sum,qb_hit_sum,qb_scramble_sum,pass_attempt_sum,attempts,completions,completion_pct,yards_per_attempt,air_yards_per_attempt,epa_per_play,success_rate,td_rate,int_rate,sack_rate,qb_epa_context_impact,cpoe_context_impact,success_context_impact,epa_per_play_ctx_adj,success_rate_ctx_adj,base_epa,opp_adj_epa,opp_adj_cpoe,opp_adj_success_rate,defense_quality,opp_adj_base_epa,opp_adj_base_epa_kalman,leaf_rating,opp_adj_base_epa_uncertainty,game_number
2016_04_NO_SD,2016-10-02,2016,4,00-0022942,P.Rivers,LAC,NO,0.17842376,8.207493,46,0.07871755,3.6210074,4.623737,0.4347826,28.0,14.0,1.0,2.0,3.0,308.0,7.9069767,340.0,137.0,12.0,0.0,46.0,46.0,28.0,0.6086956,6.695652,7.3913045,0.17842376,0.4347826,0.04347826,0.02173913,0.06521739,0.08229259271533404,2.185777813219003,0.4534355350497382,0.09613116960613813,-0.01865294060737066,0.09613116960613813,0.13304121643874744,4.52488566844766,-0.03223648874648205,-0.045382545882724716,0.050748623723413405,0.06591878805104698,0.11019726127464766,0.12486312169308506,4
2016_05_SD_OAK,2016-10-09,2016,5,00-0022942,P.Rivers,LAC,LV,0.5477426,17.527763,32,0.38415763,12.293044,13.38824,0.5,21.0,7.0,2.0,4.0,2.0,351.0,15.666667,470.0,136.0,3.0,0.0,32.0,32.0,21.0,0.65625,10.96875,14.6875,0.5477426,0.5,0.125,0.0625,0.0625,0.08990944464059764,1.8971535665717252,0.4675763150086122,0.45783316056875295,0.03242368499138781,0.45783316056875295,0.45767331861179145,13.055922422961947,0.027968276102332823,-0.09006928659755913,0.3677638739711938,0.12693059008242538,0.11019726127464766,0.11282103483757239,5
2016_06_DEN_SD,2016-10-13,2016,6,00-0022942,P.Rivers,LAC,DEN,0.085350275,2.6458585,31,0.085350275,2.6458585,-2.6893437,0.4516129,18.0,11.0,0.0,1.0,2.0,166.0,7.0,203.0,71.0,5.0,0.0,31.0,31.0,18.0,0.58064514,5.354839,6.548387,0.085350275,0.4516129,0.032258064,0.0,0.06451613,0.08148349251339655,2.664939274228126,0.44302553075694484,0.0038667825262762995,0.008587359009748274,0.0038667825262762995,0.11700380219673402,0.10428151443540523,0.06019840150851613,0.03165352715706117,0.03552030968333747,0.11119831343124457,0.11019726127464766,0.10410545209916287,6
2016_07_SD_ATL,2016-10-23,2016,7,00-0022942,P.Rivers,LAC,ATL,0.15797523,7.582811,48,0.15797523,7.582811,-1.6487488,0.5208333,27.0,16.0,1.0,1.0,4.0,348.0,8.545455,376.0,170.0,6.0,0.0,48.0,48.0,27.0,0.5625,7.25,7.8333335,0.15797523,0.5208333,0.020833334,0.020833334,0.083333336,0.04296993644117062,-0.7587963698045184,0.4541025551114757,0.11500529019953068,0.06673075835364273,0.11500529019953068,0.12284864623041146,-1.9112549466702997,0.07449030211812768,-0.035126580410289834,0.07987870978924085,0.10646894514945827,0.11019726127464766,0.0975143760365293,7
2016_08_SD_DEN,2016-10-30,2016,8,00-0022942,P.Rivers,LAC,DEN,-0.4291175,-22.31411,52,-0.4291175,-22.31411,-14.621906,0.30769232,20.0,24.0,3.0,2.0,4.0,246.0,7.9148936,372.0,109.0,13.0,0.0,52.0,52.0,20.0,0.3846154,4.730769,7.1538463,-0.4291175,0.30769232,0.03846154,0.057692308,0.07692308,-0.018462339346453048,-0.33605973439192266,0.4270852356628246,-0.4106551614355599,-0.1193929165080852,-0.4106551614355599,-0.3974639736249518,-11.828281075209981,-0.0837221691034376,0.03165352715706117,-0.37900163427849876,0.04068030271637875,0.11019726127464766,0.09237813966830312,8
2016_09_TEN_SD,2016-11-06,2016,9,00-0022942,P.Rivers,LAC,TEN,0.38081208,12.947611,34,0.38081208,12.947611,8.793654,0.5,24.0,9.0,0.0,2.0,1.0,268.0,5.6363635,186.0,150.0,5.0,0.0,34.0,34.0,24.0,0.7058824,7.882353,5.470588,0.38081208,0.5,0.05882353,0.0,0.029411765,0.1009318557378866,2.71521365108119,0.46769216433567684,0.2798802229764841,0.03230783566432316,0.2798802229764841,0.2831134732261987,4.293259658527365,0.024815735091992586,-0.09769860548817204,0.18218161748831208,0.05819579083779186,0.11019726127464766,0.08828889725630319,9
2016_10_MIA_SD,2016-11-13,2016,10,00-0022942,P.Rivers,LAC,MIA,-0.19404826,-9.120268,47,-0.19404826,-9.120268,-9.398909,0.40425533,23.0,17.0,4.0,3.0,3.0,309.0,7.090909,312.0,170.0,7.0,0.0,47.0,47.0,23.0,0.4893617,6.574468,6.638298,-0.19404826,0.40425533,0.06382979,0.08510638,0.06382979,0.043612955513599054,1.3314243485546164,0.45807094017432104,-0.23766121119559064,-0.05381560961172949,-0.23766121119559064,-0.3262115824086132,-13.212843166298473,-0.08488398559960936,-0.13216332672662162,-0.36982453792221226,0.009109406688405201,0.11019726127464766,0.08498133131435179,10
2016_12_SD_HOU,2016-11-27,2016,12,00-0022942,P.Rivers,LAC,HOU,0.23512089,7.288748,31,0.23512089,7.288748,10.2487545,0.516129,22.0,7.0,1.0,3.0,1.0,235.0,9.666667,290.0,90.0,6.0,0.0,31.0,31.0,22.0,0.7096774,7.580645,9.354838,0.23512089,0.516129,0.09677419,0.032258064,0.032258064,0.08504630680882681,0.2779863094819315,0.4613346137296876,0.15007458571589244,0.05479440314653311,0.15007458571589244,0.3626732571879243,14.844850951011484,0.1394793720390628,0.12755236466320505,0.2776269503790975,0.037972705093643616,0.11019726127464766,0.0822738564221093,11
2016_13_TB_SD,2016-12-04,2016,13,00-0022942,P.Rivers,LAC,TB,-0.12828782,-3.5920591,28,-0.12828782,-3.5920591,-0.7276848,0.4642857,15.0,9.0,2.0,2.0,2.0,211.0,8.923077,232.0,111.0,6.0,0.0,28.0,28.0,15.0,0.53571427,7.535714,8.285714,-0.12828782,0.4642857,0.071428575,0.071428575,0.071428575,0.08015516740478791,2.2551525639541565,0.460727958886392,-0.20844298941292083,0.003557742626898397,-0.20844298941292083,-0.1431739885184736,-2.264463083119061,0.002458998183753336,-0.014886166510340674,-0.2233291559232615,0.011391488947540242,0.11019726127464766,0.08003710651277869,12
2016_14_SD_CAR,2016-12-11,2016,14,00-0022942,P.Rivers,LAC,CAR,-0.19952679,-8.978705,45,-0.19952679,-8.978705,3.8622508,0.37777779,21.0,15.0,3.0,2.0,5.0,220.0,12.717949,496.0,76.0,8.0,0.0,45.0,45.0,21.0,0.46666667,4.888889,11.0222225,-0.19952679,0.37777779,0.044444446,0.06666667,0.11111111,-0.016266040270395656,-0.4404764863033742,0.42815197300344515,-0.18326074653380356,-0.050374187940655235,-0.18326074653380356,-0.2993112689869284,2.2605920509962196,-0.0799940842432319,-0.09978448218272916,-0.2830452287165327,-0.017183579627495685,0.11019726127464766,0.07817589545034394,13
2016_15_OAK_SD,2016-12-18,2016,15,00-0022942,P.Rivers,LAC,LV,0.073494,2.425302,33,0.073494,2.425302,-1.4745381,0.42424244,17.0,12.0,1.0,2.0,3.0,190.0,9.5,285.0,93.0,7.0,0.0,33.0,33.0,17.0,0.5151515,5.757576,8.636364,0.073494,0.42424244,0.060606062,0.030303031,0.09090909,0.07184012813378833,1.8770084729760308,0.4667726137466376,0.0016538740892265008,-0.04253017686080385,0.0016538740892265008,-0.016575284374544294,-1.8068555254175696,-0.04778928701183344,-0.09006928659755913,-0.08841541250833262,-0.023823899395644974,0.11019726127464766,0.0766183234745028,14
2016_16_SD_CLE,2016-12-24,2016,16,00-0022942,P.Rivers,LAC,CLE,0.21135843,9.722487,46,0.21135843,9.722487,-8.014257,0.4347826,23.0,22.0,1.0,2.0,0.0,322.0,8.891304,409.0,142.0,5.0,0.0,46.0,46.0,23.0,0.5,7.0,8.891304,0.21135843,0.4347826,0.04347826,0.02173913,0.0,-0.015056778285022294,-1.1269211365207432,0.4182191084751108,0.2264152062864261,0.016563485967256764,0.2264152062864261,0.24865985875111962,-9.756296392857863,-0.004483636781611566,0.037301430749715814,0.2637166370361419,0.0020726120626257255,0.11019726127464766,0.07530889933043954,15
2016_17_KC_SD,2017-01-01,2016,17,00-0022942,P.Rivers,LAC,KC,0.07215223,2.7417846,38,0.07215223,2.7417846,-3.3709664,0.47368422,22.0,14.0,2.0,2.0,0.0,269.0,6.3157897,240.0,158.0,2.0,0.0,38.0,38.0,22.0,0.57894737,7.0789475,6.3157897,0.07215223,0.47368422,0.05263158,0.05263158,0.0,0.029273273295732233,1.2321269192203792,0.4550341549268704,0.04287895386758259,0.018650066579248392,0.04287895386758259,0.09654102741738903,-6.8403741770393225,0.023637465744906994,0.024388800254074205,0.0672677541216568,0.007773202053216125,0.11019726127464766,0.07420403004953956,16
2017_01_LAC_DEN,2017-09-11,2017,1,00-0022942,P.Rivers,LAC,DEN,0.077023014,2.6187825,34,0.077023014,2.6187825,1.799705,0.5294118,22.0,10.0,1.0,3.0,1.0,185.0,6.0,198.0,97.0,6.0,0.0,34.0,34.0,22.0,0.64705884,5.4411764,5.8235292,0.077023014,0.5294118,0.0882353,0.029411765,0.029411765,-0.06437162465264122,-1.8488740370807282,0.42047782051848825,0.14139463907887262,0.1089339722366387,0.14139463907887262,0.10867654158329255,4.593330233841533,0.13799730449694997,0.03165352715706117,0.17304816623593378,0.021862740490299095,0.11019726127464766,0.07326896468961525,17
2017_02_MIA_LAC,2017-09-17,2017,2,00-0022942,P.Rivers,LAC,MIA,0.28772956,11.509182,40,0.28772956,11.509182,13.778371,0.625,31.0,8.0,0.0,1.0,1.0,323.0,7.6153846,297.0,146.0,5.0,0.0,40.0,40.0,31.0,0.775,8.075,7.425,0.28772956,0.625,0.025,0.0,0.025,0.11685982989686874,2.1192932088540415,0.4763196203088141,0.1708697314320192,0.14868037969118592,0.1708697314320192,0.15556623460226632,9.964436306052601,0.1358606838377991,-0.13216332672662162,0.038706404705397573,0.023267721817134948,0.11019726127464766,0.07247566288772324,18
2017_03_KC_LAC,2017-09-24,2017,3,00-0022942,P.Rivers,LAC,KC,-0.24532287,-10.30356,42,-0.24532287,-10.30356,-7.261786,0.3809524,20.0,17.0,3.0,0.0,2.0,226.0,10.7,428.0,60.0,7.0,0.0,42.0,42.0,20.0,0.47619048,5.3809524,10.190476,-0.24532287,0.3809524,0.0,0.071428575,0.04761905,0.02766675490376358,1.4562686649360959,0.4563512896086562,-0.27298962313172226,-0.07539890156048418,-0.27298962313172226,-0.22093406797388448,-10.73119372659987,-0.06909436771303978,0.024388800254074205,-0.24860082287764806,0.00101040538310751,0.11019726127464766,0.07180127009439911,19
2017_04_PHI_LAC,2017-10-01,2017,4,00-0022942,P.Rivers,LAC,PHI,0.27698618,11.079448,40,0.27698618,11.079448,-6.8005886,0.45,22.0,16.0,0.0,2.0,2.0,342.0,6.9473686,264.0,222.0,2.0,0.0,40.0,40.0,22.0,0.55,8.55,6.6,0.27698618,0.45,0.05,0.0,0.05,0.04564869104560304,1.5328135404464693,0.45624807753747215,0.2313374906903894,-0.006248089458401107,0.2313374906903894,0.34473882843856574,-4.585591451987307,0.03081483249714323,0.0677526467025733,0.2990901373929627,0.02502478437154519,0.11019726127464766,0.07122700188581507,20
2017_05_LAC_NYG,2017-10-08,2017,5,00-0022942,P.Rivers,LAC,NYG,0.098879024,4.350677,44,0.098879024,4.350677,-11.015697,0.4090909,21.0,22.0,1.0,3.0,0.0,258.0,6.4772725,285.0,139.0,6.0,0.0,44.0,44.0,21.0,0.47727272,5.8636365,6.4772725,0.098879024,0.4090909,0.06818182,0.022727273,0.0,0.04227864633209182,1.7226866447212095,0.4231853918896821,0.05660037805431412,-0.014094485508075072,0.05660037805431412,0.030386071338540238,-11.963816275146788,-0.05163246807267313,-0.0684929530478657,-0.011892574993551584,0.022091343712136086,0.11019726127464766,0.07073731102667442,21
2017_06_LAC_OAK,2017-10-15,2017,6,00-0022942,P.Rivers,LAC,LV,0.21389325,7.91405,37,0.07929512,2.9339194,5.864211,0.4864865,25.0,11.0,0.0,1.0,1.0,263.0,5.9722223,215.0,153.0,4.0,0.0,37.0,37.0,25.0,0.6756757,7.108108,5.810811,0.21389325,0.4864865,0.027027028,0.0,0.027027028,0.051191222643503106,1.8900589010067539,0.44507700256674837,0.16270202698742492,0.04140949197441984,0.16270202698742492,0.12382396303336891,5.531893644885775,0.014454770643501036,-0.09006928659755913,0.0726327403898658,0.026060016912547678,0.11019726127464766,0.0703192544111965,22
2017_07_DEN_LAC,2017-10-22,2017,7,00-0022942,P.Rivers,LAC,DEN,0.029938156,0.8682065,29,0.029938156,0.8682065,-9.696835,0.31034482,15.0,11.0,0.0,2.0,3.0,162.0,5.076923,132.0,118.0,4.0,0.0,29.0,29.0,15.0,0.51724136,5.586207,4.551724,0.029938156,0.31034482,0.06896552,0.0,0.10344828,0.06278750083733299,2.500488921222932,0.44614104270112337,-0.03284934505213001,-0.13579622744691194,-0.03284934505213001,0.06159168294226415,-6.903209358901387,-0.08106967300396556,0.03165352715706117,-0.0011958178950688403,0.023941492085606,0.11019726127464766,0.0699620042282015,23
2017_08_LAC_NE,2017-10-29,2017,8,00-0022942,P.Rivers,LAC,NE,0.057454597,1.8385471,32,0.057454597,1.8385471,-0.23513958,0.5,17.0,12.0,1.0,1.0,1.0,192.0,11.333333,340.0,64.0,2.0,0.0,32.0,32.0,17.0,0.53125,6.0,10.625,0.057454597,0.5,0.03125,0.03125,0.03125,-0.03851702945491136,-2.2146138311268313,0.42198285909553257,0.095971626659835,0.07801714090446743,0.095971626659835,-0.06497030874863499,-3.832150951188981,0.03279715746450851,-0.12242490595355862,-0.026453279293723625,0.020058576694483243,0.11019726127464766,0.0696564651642149,24
2017_10_LAC_JAX,2017-11-12,2017,10,00-0022942,P.Rivers,LAC,JAX,-0.00795896,-0.29448152,37,-0.00795896,-0.29448152,-6.352823,0.4054054,21.0,15.0,1.0,2.0,0.0,235.0,9.135135,338.0,129.0,5.0,0.0,37.0,37.0,21.0,0.5675676,6.3513513,9.135135,-0.00795896,0.4054054,0.054054055,0.027027028,0.0,0.08033983258764445,2.0268261163836554,0.46312052950717153,-0.08829879237572848,-0.057715127323638815,-0.08829879237572848,-0.08976794528350282,-6.941951467799142,-0.07829386097506236,-0.08180898549541879,-0.17010777787114728,0.005516070342522021,0.11019726127464766,0.0693949709186931,25
2017_11_BUF_LAC,2017-11-19,2017,11,00-0022942,P.Rivers,LAC,BUF,0.30203304,9.967091,33,0.30203304,9.967091,7.9155645,0.6060606,20.0,12.0,0.0,2.0,1.0,250.0,8.25,264.0,96.0,6.0,0.0,33.0,33.0,20.0,0.6060606,7.5757575,8.0,0.30203304,0.6060606,0.060606062,0.0,0.030303031,0.13861173657610323,2.7921483228451445,0.47051523162379755,0.16342130037114713,0.13554539249882208,0.16342130037114713,0.3223319560127884,6.4883878114224,0.1726030003522857,0.020298919065538018,0.18372021943668518,0.019055987876453052,0.11019726127464766,0.06917104097795082,26
2017_12_LAC_DAL,2017-11-23,2017,12,00-0022942,P.Rivers,LAC,DAL,0.94930255,31.326984,33,0.94930255,31.326984,18.11379,0.6060606,27.0,6.0,0.0,3.0,0.0,434.0,9.333333,308.0,218.0,3.0,0.0,33.0,33.0,27.0,0.8181818,13.151515,9.333333,0.94930255,0.6060606,0.09090909,0.0,0.0,0.06533717088891744,0.5972335138029553,0.452931582012809,0.8839653832416368,0.15312904210981065,0.8839653832416368,0.7998968790014213,13.301685202561522,0.1251698571489655,-0.14940567512913294,0.7345597081125038,0.07311866949044724,0.11019726127464766,0.06897918382837515,27
2017_13_CLE_LAC,2017-12-03,2017,13,00-0022942,P.Rivers,LAC,CLE,0.3463023,15.237301,44,0.3463023,15.237301,10.9746275,0.5681818,31.0,12.0,0.0,1.0,1.0,335.0,8.4651165,364.0,135.0,3.0,0.0,44.0,44.0,31.0,0.70454544,7.6136365,8.272727,0.3463023,0.5681818,0.022727273,0.0,0.022727273,0.08952991124050909,2.21450217322159,0.4649326392953585,0.25677238945109554,0.10324917346785562,0.25677238945109554,0.38360373144132043,9.232588532984423,0.128915581539235,0.037301430749715814,0.29407382020081135,0.08973429197036907,0.11019726127464766,0.06881473642326404,28
2017_14_WAS_LAC,2017-12-10,2017,14,00-0022942,P.Rivers,LAC,WAS,0.3472088,11.4578905,33,0.3472088,11.4578905,-3.5503194,0.42424244,18.0,13.0,0.0,2.0,2.0,311.0,9.451612,293.0,86.0,6.0,0.0,33.0,33.0,18.0,0.54545456,9.424242,8.878788,0.3472088,0.42424244,0.060606062,0.0,0.060606062,0.11133041381221763,2.4957282946922352,0.4615489847094514,0.2358783841194535,-0.03730654782361764,0.2358783841194535,0.17981298667651974,-6.3843042216095425,-0.05240638724696567,-0.1673958112551514,0.0684825728643021,0.08814272486744278,0.11019726127464766,0.06867373228240703,29
2017_15_LAC_KC,2017-12-16,2017,15,00-0022942,P.Rivers,LAC,KC,-0.17724155,-6.735179,38,-0.2846759,-10.817684,-4.7477016,0.36842105,20.0,13.0,3.0,1.0,2.0,209.0,9.638889,347.0,178.0,5.0,0.0,38.0,38.0,20.0,0.5263158,5.5,9.131579,-0.17724155,0.36842105,0.02631579,0.078947365,0.05263158,0.06476868446432417,1.0457282804059158,0.45438235914038516,-0.24201023336016003,-0.08596131121443606,-0.24201023336016003,-0.15285274864176168,-8.217109387458024,-0.08162570783526268,0.024388800254074205,-0.21762143310608584,0.06532425805734954,0.11019726127464766,0.06855279244227959,30
2017_16_LAC_NYJ,2017-12-24,2017,16,00-0022942,P.Rivers,LAC,NYJ,0.17132667,6.8530664,40,0.17132667,6.8530664,-5.8329406,0.4,22.0,18.0,0.0,1.0,0.0,290.0,8.875,355.0,127.0,5.0,0.0,40.0,40.0,22.0,0.55,7.25,8.875,0.17132667,0.4,0.025,0.0,0.0,0.07389572442031918,0.7840011563569746,0.4489187796237511,0.09743094265006962,-0.04891877366328662,0.09743094265006962,0.0643108057951056,-5.078051346823861,-0.02424282439616421,-0.10701586127528319,-0.009584918625213573,0.05975087021730564,0.11019726127464766,0.0684490348126172,31
2017_17_OAK_LAC,2017-12-31,2017,17,00-0022942,P.Rivers,LAC,LV,0.49772307,18.913477,38,0.49772307,18.913477,12.12069,0.57894737,28.0,9.0,0.0,3.0,1.0,380.0,8.567568,317.0,176.0,1.0,0.0,38.0,38.0,28.0,0.7368421,10.0,8.342105,0.49772307,0.57894737,0.078947365,0.0,0.02631579,0.11216739082480409,2.0709939565973428,0.46510678276060335,0.3855556819424536,0.11384058252336271,0.3855556819424536,0.40765378616969855,11.78837290819144,0.10691564138629889,-0.09006928659755913,0.29548639534489446,0.07724445075389301,0.11019726127464766,0.0683599984823537,32
2018_01_KC_LAC,2018-09-09,2018,1,00-0022942,P.Rivers,LAC,KC,0.29848066,16.117956,54,0.29848066,16.117956,3.6634643,0.5,34.0,16.0,1.0,3.0,1.0,420.0,9.470589,483.0,249.0,6.0,0.0,54.0,54.0,34.0,0.6296296,7.7777777,8.944445,0.29848066,0.5,0.055555556,0.018518519,0.018518519,0.02630702320071535,1.4826916576070235,0.4692452902093759,0.2721736365225665,0.030754709790624113,0.2721736365225665,0.32286945997735605,0.1940565652244719,0.04995324423878822,0.024388800254074205,0.2965624367766407,0.09348334307016862,0.11019726127464766,0.06828358025611612,33
2018_02_LAC_BUF,2018-09-16,2018,2,00-0022942,P.Rivers,LAC,BUF,0.60792345,17.62978,29,0.60792345,17.62978,16.434496,0.6551724,23.0,4.0,0.0,3.0,2.0,240.0,3.7407408,101.0,157.0,5.0,0.0,29.0,29.0,23.0,0.79310346,8.275862,3.4827585,0.60792345,0.6551724,0.10344828,0.0,0.06896552,0.12657398093231267,2.5390438758447007,0.46307064643629947,0.48134946715347227,0.19210176119080624,0.48134946715347227,0.628222367151323,15.007319200277381,0.2217147838567718,0.020298919065538018,0.5016483862190103,0.12364693930915456,0.11019726127464766,0.06821798126146221,34
2018_03_LAC_LA,2018-09-23,2018,3,00-0022942,P.Rivers,LAC,LA,0.29597324,9.175171,31,0.11308356,3.5055902,-1.5053785,0.38709676,18.0,12.0,0.0,2.0,1.0,222.0,9.2,276.0,89.0,4.0,0.0,31.0,31.0,18.0,0.58064514,7.16129,8.903226,0.29597324,0.38709676,0.06451613,0.0,0.032258064,0.004283835292551345,1.5450440022143117,0.4433006866601853,0.2916894060366418,-0.05620392400301977,0.2916894060366418,0.3214490998242253,-0.03982662199467568,-0.05447244519571415,0.02547585849503219,0.317165264531674,0.13792443451307276,0.11019726127464766,0.06816166189538181,35
2018_04_SF_LAC,2018-09-30,2018,4,00-0022942,P.Rivers,LAC,SF,-0.025610743,-1.0500405,41,-0.025610743,-1.0500405,0.57361394,0.4878049,25.0,13.0,1.0,3.0,1.0,244.0,6.6923075,261.0,111.0,3.0,0.0,41.0,41.0,25.0,0.6097561,5.9512196,6.365854,-0.025610743,0.4878049,0.07317073,0.024390243,0.024390243,0.06282484637912457,2.1609975846457425,0.46866140110535676,-0.08843558946963494,0.019143488573598322,-0.08843558946963494,-0.08154592389783058,-1.137400803382681,0.019098124934640526,-0.05593518080732021,-0.14437077027695516,0.11712665466887485,0.11019726127464766,0.06811330371047411,36
2018_05_OAK_LAC,2018-10-07,2018,5,00-0022942,P.Rivers,LAC,LV,0.6837444,19.144842,28,0.6837444,19.144842,13.307026,0.64285713,22.0,5.0,0.0,2.0,1.0,333.0,6.851852,185.0,194.0,2.0,0.0,28.0,28.0,22.0,0.78571427,11.892858,6.607143,0.6837444,0.64285713,0.071428575,0.0,0.035714287,0.10746673502935895,2.5930783160291035,0.45921429311831796,0.5762776359079884,0.18364284122387564,0.5762776359079884,0.5936750843397883,12.974708471851107,0.17082541044452643,-0.09006928659755913,0.48620834931042933,0.14428518520003564,0.11019726127464766,0.06807177710106434,37
2018_06_LAC_CLE,2018-10-14,2018,6,00-0022942,P.Rivers,LAC,CLE,0.21794687,4.5768843,21,0.21794687,4.5768843,-5.3727136,0.3809524,11.0,8.0,1.0,2.0,1.0,195.0,11.9,238.0,57.0,4.0,0.0,21.0,21.0,11.0,0.52380955,9.285714,11.333333,0.21794687,0.3809524,0.0952381,0.04761905,0.04761905,0.12679604871380246,1.6122004568446369,0.4519952552997006,0.09115082340133274,-0.07104286725152859,0.09115082340133274,0.255248302864851,-7.114752527654005,-0.05831384317580712,0.037301430749715814,0.12845225415104855,0.14312135424643427,0.11019726127464766,0.06803611385494929,38
2018_07_TEN_LAC,2018-10-21,2018,7,00-0022942,P.Rivers,LAC,TEN,0.56588113,15.844671,28,0.56588113,15.844671,13.6590185,0.5714286,19.0,7.0,0.0,2.0,2.0,297.0,8.423077,219.0,140.0,5.0,0.0,28.0,28.0,19.0,0.6785714,10.607142,7.821429,0.56588113,0.5714286,0.071428575,0.0,0.071428575,0.10188542105060269,2.431917517973384,0.470685273141353,0.4639957120289261,0.10074332383206619,0.4639957120289261,0.46818252759135676,9.158623733234396,0.09624433206541178,-0.09769860548817204,0.36629710654075404,0.15951156210484707,0.11019726127464766,0.06800548380031828,39
2018_09_LAC_SEA,2018-11-04,2018,9,00-0022942,P.Rivers,LAC,SEA,0.22600316,6.5540915,29,0.22600316,6.5540915,-13.179981,0.44827586,13.0,13.0,0.0,2.0,2.0,215.0,11.076923,288.0,93.0,5.0,0.0,29.0,29.0,13.0,0.44827586,7.413793,9.931034,0.22600316,0.44827586,0.06896552,0.0,0.06896552,0.0930581459026977,1.6502192266447764,0.4435122404313713,0.13294500920956884,0.004763623692926822,0.13294500920956884,0.21344873110943227,-13.758460947984668,0.001406989838490802,-0.012554424002834267,0.12039058520673457,0.1566407084529335,0.11019726127464766,0.0679791749091755,40
2018_10_LAC_OAK,2018-11-11,2018,10,00-0022942,P.Rivers,LAC,LV,0.26411203,7.1310244,27,0.26411203,7.1310244,7.4712353,0.44444445,18.0,7.0,1.0,2.0,1.0,222.0,8.961538,233.0,120.0,6.0,0.0,27.0,27.0,18.0,0.6666667,8.222222,8.62963,0.26411203,0.44444445,0.074074075,0.037037037,0.037037037,0.047089930191596366,0.42369870949146504,0.44072439469026886,0.21702209530774752,0.0037200530655447372,0.21702209530774752,0.17404273890178473,7.138917837695834,-0.02758727614185358,-0.09006928659755913,0.12695280871018838,0.15446353995829123,0.11019726127464766,0.06795657632536863,41
2018_11_DEN_LAC,2018-11-18,2018,11,00-0022942,P.Rivers,LAC,DEN,0.3051716,14.037894,46,0.3051716,14.037894,-0.28230533,0.5217391,28.0,13.0,2.0,2.0,3.0,384.0,7.744186,333.0,222.0,6.0,0.0,46.0,46.0,28.0,0.6086956,8.347826,7.2391305,0.3051716,0.5217391,0.04347826,0.04347826,0.06521739,0.08170549737820666,2.2883502735497694,0.45856073921177315,0.22346611154665907,0.06317838603999687,0.22346611154665907,0.3368251360819269,2.511319875269527,0.13032463699359303,0.03165352715706117,0.25511963870372023,0.1618409598776334,0.11019726127464766,0.06793716387244315,42
2018_12_ARI_LAC,2018-11-25,2018,12,00-0022942,P.Rivers,LAC,ARI,0.409364,13.509012,33,0.409364,13.509012,25.734169,0.6666667,28.0,1.0,0.0,3.0,4.0,236.0,4.1034484,119.0,142.0,4.0,0.0,33.0,33.0,28.0,0.8484849,7.151515,3.6060605,0.409364,0.6666667,0.09090909,0.0,0.121212125,0.13711323267148412,2.263929950361281,0.478879205381368,0.2722507821924838,0.18778748115351357,0.2722507821924838,0.33674654835547996,25.353168689626724,0.18681686907987977,-0.07261746650848792,0.19963331568399584,0.1646095275302245,0.11019726127464766,0.06792048766805271,43
2018_13_LAC_PIT,2018-12-02,2018,13,00-0022942,P.Rivers,LAC,PIT,0.4570512,18.282047,40,0.4570512,18.282047,6.1354103,0.55,26.0,10.0,0.0,2.0,2.0,290.0,6.6944447,241.0,131.0,9.0,0.0,40.0,40.0,26.0,0.65,7.25,6.025,0.4570512,0.55,0.05,0.0,0.05,0.0505053348547632,0.9377811766660147,0.45302614529958224,0.40654585289891415,0.09697386662134672,0.40654585289891415,0.4063867941455987,4.2720815478683285,0.07915065609575395,-0.05066439360807867,0.3558814592908355,0.1786156910754335,0.11019726127464766,0.06790616153068442,44
2018_14_CIN_LAC,2018-12-09,2018,14,00-0022942,P.Rivers,LAC,CIN,0.11635848,3.607113,31,0.11635848,3.607113,-0.6692749,0.516129,19.0,10.0,0.0,1.0,2.0,203.0,8.206897,238.0,104.0,2.0,0.0,31.0,31.0,19.0,0.61290324,6.548387,7.677419,0.11635848,0.516129,0.032258064,0.0,0.06451613,0.10478756722134146,2.455538278793464,0.4693818163324734,0.011570914126219425,0.046747200543747314,0.011570914126219425,-0.10396624235101323,-2.528703555634502,0.015557713677815443,-0.22032472369857412,-0.20875380957235468,0.15026028105295897,0.11019726127464766,0.06789385391342519,45
2018_15_LAC_KC,2018-12-13,2018,15,00-0022942,P.Rivers,LAC,KC,0.15062565,6.627528,44,0.15062565,6.627528,8.023301,0.52272725,26.0,10.0,2.0,2.0,5.0,290.0,8.447369,321.0,116.0,11.0,0.0,44.0,44.0,26.0,0.59090906,6.590909,7.2954545,0.15062565,0.52272725,0.045454547,0.045454547,0.11363637,0.01806453521272813,-0.21689165604257524,0.43540392800385685,0.13256111090162123,0.08732332304899959,0.13256111090162123,0.17501444636842356,4.553893382012191,0.07268049529164466,0.024388800254074205,0.15694991115569543,0.15074980881666436,0.11019726127464766,0.06788328014029615,46
