season,week,receiver_player_id,receiver_player_name,team,opponent,targets,receptions,yards,touchdowns,first_downs,total_yac_epa,raw_composite,smoothed_composite,composite_uncertainty,career_game_number
2020,1,00-0022921,L.Fitzgerald,ARI,SF,5.0,4.0,34.0,0.0,2.0,2.0305585861206055,0.2717849943719159,0.2717849943719159,1.0,0
2020,2,00-0022921,L.Fitzgerald,ARI,WAS,7.0,7.0,50.0,0.0,4.0,3.264909267425537,1.0364426983363344,0.730579616750567,0.7071067811865475,1
2020,3,00-0022921,L.Fitzgerald,ARI,DET,3.0,1.0,0.0,0.0,0.0,-7.212413787841797,-0.8889487531859789,-0.03656540058779671,0.5773502691896258,2
2020,4,00-0022921,L.Fitzgerald,ARI,CAR,3.0,2.0,4.0,0.0,0.0,-2.205216884613037,-0.5444769484799499,-0.2475440435583834,0.5,3
2020,5,00-0022921,L.Fitzgerald,ARI,NYJ,7.0,4.0,35.0,0.0,2.0,-1.7318665981292725,0.2285771354065716,-0.06476766679932486,0.4472135954999579,4
2020,6,00-0022921,L.Fitzgerald,ARI,DAL,4.0,3.0,22.0,0.0,2.0,-0.2692856788635254,-0.010225128609102279,-0.044837085174927745,0.4082482904638631,5
2020,7,00-0022921,L.Fitzgerald,ARI,SEA,8.0,8.0,62.0,0.0,2.0,1.8356349468231201,0.8637853085508681,0.276865549611913,0.3779644730092272,6
2020,9,00-0022921,L.Fitzgerald,ARI,MIA,5.0,4.0,54.0,0.0,4.0,-0.9013934135437012,0.3970212286049295,0.3185436574561203,0.35355339059327373,7
2020,10,00-0022921,L.Fitzgerald,ARI,BUF,5.0,2.0,13.0,0.0,1.0,-12.36131763458252,-0.7687720147872276,-0.053574548458469685,0.3333333333333333,8
2020,11,00-0022921,L.Fitzgerald,ARI,SEA,10.0,8.0,62.0,0.0,3.0,2.163947343826294,1.1580095378247015,0.35741398355896514,0.31622776601683794,9
2020,14,00-0022921,L.Fitzgerald,ARI,NYG,3.0,2.0,10.0,0.0,1.0,-0.17555415630340576,-0.3089778025911746,0.1326852953289947,0.30151134457776363,10
2020,15,00-0022921,L.Fitzgerald,ARI,PHI,4.0,3.0,35.0,1.0,3.0,-3.3404035568237305,-0.026991238753328928,0.07904637017927038,0.2886751345948129,11
2020,16,00-0022921,L.Fitzgerald,ARI,SF,8.0,6.0,28.0,0.0,1.0,-0.0019412040710449219,0.44411634886647067,0.20136486376113996,0.2773500981126146,12
2020,1,00-0030564,D.Hopkins,ARI,SF,16.0,14.0,151.0,0.0,8.0,3.8410253524780273,2.9261614019070197,2.9261614019070197,1.0,0
2020,2,00-0030564,D.Hopkins,ARI,WAS,9.0,8.0,68.0,1.0,5.0,5.043020725250244,1.499203332071179,2.0699865600055154,0.7071067811865475,1
2020,3,00-0030564,D.Hopkins,ARI,DET,12.0,10.0,137.0,0.0,8.0,-2.654658555984497,1.9318353152355265,2.0045464966934152,0.5773502691896258,2
2020,4,00-0030564,D.Hopkins,ARI,CAR,9.0,7.0,41.0,0.0,3.0,-2.7264559268951416,0.7478801951996088,1.4825466483806036,0.5977935013664039,3
2020,5,00-0030564,D.Hopkins,ARI,NYJ,7.0,6.0,131.0,1.0,5.0,0.07822060585021973,0.9171260521572404,1.2654894526740044,0.6436866824204044,4
2020,6,00-0030564,D.Hopkins,ARI,DAL,8.0,2.0,73.0,0.0,2.0,-2.83955979347229,0.05155885337340051,0.8219027825536334,0.737204945749528,5
2020,7,00-0030564,D.Hopkins,ARI,SEA,12.0,10.0,103.0,1.0,5.0,-11.222464561462402,1.1027449529899067,0.9213364601874573,0.7441755306391106,6
2020,9,00-0030564,D.Hopkins,ARI,MIA,3.0,3.0,30.0,0.0,3.0,1.1172738075256348,0.12203486305847425,0.6440846611515991,0.7740092792220692,7
2020,10,00-0030564,D.Hopkins,ARI,BUF,12.0,7.0,127.0,1.0,3.0,-7.404604911804199,0.730817819238913,0.6737678414870467,0.7766658493262049,8
2020,11,00-0030564,D.Hopkins,ARI,SEA,8.0,5.0,51.0,0.0,5.0,-2.983701229095459,0.740293879664454,0.6963345284227798,0.7674870561145328,9
2020,12,00-0030564,D.Hopkins,ARI,NE,7.0,5.0,55.0,0.0,5.0,-5.481203079223633,0.5453432060119466,0.6454154106834592,0.5573857947169982,10
2020,13,00-0030564,D.Hopkins,ARI,LA,13.0,8.0,52.0,1.0,5.0,-8.378351211547852,1.1211680292278419,0.8052313738902438,0.45205484819424013,11
2020,14,00-0030564,D.Hopkins,ARI,NYG,11.0,9.0,136.0,0.0,7.0,0.5152401328086853,1.7852181980810173,1.1335807837654488,0.2915858538603714,12
2020,15,00-0030564,D.Hopkins,ARI,PHI,11.0,9.0,169.0,1.0,7.0,-3.565463066101074,1.5834021003640708,1.2840366071575555,0.2672612419124244,13
2020,16,00-0030564,D.Hopkins,ARI,SF,13.0,8.0,48.0,0.0,3.0,-11.555952072143555,0.6937764906388271,1.086832889084864,0.2581988897471611,14
2020,17,00-0030564,D.Hopkins,ARI,LA,10.0,4.0,35.0,0.0,2.0,-10.965032577514648,-0.013759099016849154,0.7194095134330157,0.25,15
2021,1,00-0030564,D.Hopkins,ARI,TEN,8.0,6.0,83.0,2.0,4.0,0.7600479125976562,0.9772851744766965,0.8054554001809341,0.24253562503633297,16
2021,2,00-0030564,D.Hopkins,ARI,MIN,4.0,4.0,54.0,1.0,3.0,1.2453749179840088,0.371467443440498,0.6606947971943271,0.23570226039551587,17
2021,3,00-0030564,D.Hopkins,ARI,JAX,6.0,3.0,21.0,0.0,2.0,-2.7570016384124756,0.07565885695410167,0.4655948088772253,0.25627946960881093,18
2021,4,00-0030564,D.Hopkins,ARI,LA,7.0,4.0,67.0,0.0,3.0,-6.932305812835693,0.1843056280589531,0.3718035428827425,0.2930350476937755,19
2021,5,00-0030564,D.Hopkins,ARI,SF,9.0,6.0,87.0,1.0,6.0,-9.963375091552734,0.8071366038792848,0.5169436617438776,0.3031017412058599,20
2021,6,00-0030564,D.Hopkins,ARI,CLE,4.0,3.0,55.0,2.0,3.0,1.929924726486206,0.30599313601891276,0.4466174202282843,0.3211159661500193,21
2021,7,00-0030564,D.Hopkins,ARI,HOU,9.0,7.0,53.0,1.0,4.0,-2.277492046356201,0.9987573777617733,0.6306804736388177,0.2922979714669944,22
2021,8,00-0030564,D.Hopkins,ARI,GB,2.0,2.0,66.0,0.0,2.0,0.7303102016448975,-0.13965875628034014,0.3738854758898596,0.2234043597189567,23
2021,13,00-0030564,D.Hopkins,ARI,CHI,2.0,2.0,32.0,1.0,2.0,0.30635955929756165,-0.16056069250386942,0.19572969774401233,0.2,24
2021,14,00-0030564,D.Hopkins,ARI,LA,13.0,5.0,54.0,0.0,3.0,-19.652538299560547,0.08842838547003942,0.15996164932546583,0.201985662616777,25
2022,7,00-0030564,D.Hopkins,ARI,NO,14.0,10.0,103.0,0.0,4.0,-8.322528839111328,1.3574240642653113,0.559122813252758,0.19245008972987526,26
2022,8,00-0030564,D.Hopkins,ARI,MIN,14.0,12.0,159.0,1.0,9.0,-0.5580599308013916,2.645050971341701,1.2544403581133512,0.3045134093193533,27
2022,9,00-0030564,D.Hopkins,ARI,SEA,5.0,4.0,36.0,1.0,1.0,-1.338766098022461,0.04271401844079295,0.8505284185637633,0.3237568407601577,28
2022,10,00-0030564,D.Hopkins,ARI,LA,14.0,10.0,98.0,0.0,4.0,-2.1310949325561523,1.6634294520325725,1.1214968428461214,0.3656123410301998,29
2022,11,00-0030564,D.Hopkins,ARI,SF,12.0,9.0,91.0,0.0,6.0,-6.009765625,1.5129059589709213,1.2519670018305749,0.4151445301666586,30
2022,12,00-0030564,D.Hopkins,ARI,LAC,6.0,4.0,87.0,1.0,3.0,-4.959354877471924,0.21852898926711437,0.907486865866465,0.41137335157873756,31
2022,14,00-0030564,D.Hopkins,ARI,NE,11.0,7.0,79.0,1.0,4.0,-12.558647155761719,0.6380297066437127,0.8176676740024,0.41057939407847566,32
2022,15,00-0030564,D.Hopkins,ARI,DEN,12.0,7.0,60.0,0.0,4.0,-0.5653754472732544,1.3025718537636268,0.9793025670964052,0.3933583942732017,33
2022,16,00-0030564,D.Hopkins,ARI,TB,10.0,1.0,4.0,0.0,0.0,-18.602537155151367,-0.887750905643492,0.3569509821093389,0.3678734159758962,34
2023,1,00-0030564,D.Hopkins,TEN,NO,13.0,7.0,65.0,0.0,3.0,-13.649298667907715,0.6400064832299563,0.45130285901436823,0.31734019123586116,35
2023,2,00-0030564,D.Hopkins,TEN,LAC,5.0,4.0,40.0,0.0,3.0,-0.3623245358467102,0.4036989739061928,0.43543489246830613,0.3322167067296564,36
2023,3,00-0030564,D.Hopkins,TEN,CLE,7.0,3.0,48.0,0.0,3.0,-7.082324504852295,0.12387474805759383,0.331581489865471,0.333296467606779,37
2023,4,00-0030564,D.Hopkins,TEN,CIN,6.0,4.0,63.0,0.0,3.0,-6.554981231689453,0.17669135135283912,0.2799514366906367,0.3618604949859915,38
2023,5,00-0030564,D.Hopkins,TEN,IND,11.0,8.0,140.0,0.0,7.0,-4.4743547439575195,1.6034843448274052,0.7211291126353323,0.3299648249372063,39
2023,6,00-0030564,D.Hopkins,TEN,BAL,5.0,1.0,20.0,0.0,1.0,-14.25776481628418,-0.8499682227559054,0.1974299692634798,0.282460235678831,40
2023,8,00-0030564,D.Hopkins,TEN,ATL,6.0,4.0,128.0,3.0,3.0,1.8213919401168823,0.5817351505722296,0.3255317015153873,0.25911025535105053,41
2023,9,00-0030564,D.Hopkins,TEN,PIT,11.0,4.0,60.0,0.0,4.0,-12.581375122070312,0.3887251520584181,0.3465961855941825,0.2344972424096918,42
2023,10,00-0030564,D.Hopkins,TEN,TB,9.0,3.0,27.0,0.0,1.0,-24.847557067871094,-0.8727610179930806,-0.05985622286253615,0.19753035859521867,43
2023,11,00-0030564,D.Hopkins,TEN,JAX,5.0,4.0,59.0,1.0,2.0,0.1073993444442749,0.28517681982968734,0.0551547927379281,0.2165547606619823,44
2023,12,00-0030564,D.Hopkins,TEN,CAR,5.0,3.0,49.0,0.0,2.0,-3.6479907035827637,0.0038249153391426496,0.03804483346915231,0.22550617764780487,45
2023,13,00-0030564,D.Hopkins,TEN,IND,12.0,5.0,75.0,1.0,4.0,-17.062297821044922,0.34424740275597243,0.14011235710501352,0.2202889274533365,46
2023,14,00-0030564,D.Hopkins,TEN,MIA,12.0,7.0,124.0,1.0,5.0,-12.107681274414062,0.9245825108941792,0.40160240929079893,0.2246783931410084,47
2023,15,00-0030564,D.Hopkins,TEN,HOU,9.0,2.0,21.0,0.0,1.0,-24.52021026611328,-0.9566900986753528,-0.05116176109637603,0.24257072961655765,48
2023,16,00-0030564,D.Hopkins,TEN,SEA,4.0,2.0,20.0,0.0,1.0,-2.6148829460144043,-0.25965407829379916,-0.12065920027117856,0.1853651153026457,49
2023,17,00-0030564,D.Hopkins,TEN,HOU,7.0,7.0,72.0,0.0,3.0,3.404447078704834,1.030000348732543,0.26289398313108686,0.18923344750117604,50
2023,18,00-0030564,D.Hopkins,TEN,JAX,10.0,7.0,46.0,1.0,2.0,-6.642147541046143,0.6202806034018885,0.3820228566377244,0.19630338421243562,51
2024,1,00-0030564,D.Hopkins,TEN,CHI,1.0,1.0,8.0,0.0,0.0,0.3298881947994232,-0.6111402910141562,0.05096847393325994,0.18348776130646574,52
2024,2,00-0030564,D.Hopkins,TEN,NYJ,2.0,1.0,9.0,0.0,0.0,-3.4689249992370605,-0.7196914116065459,-0.20591815465959037,0.20325242349942893,53
2024,3,00-0030564,D.Hopkins,TEN,GB,7.0,6.0,73.0,2.0,5.0,-7.833059787750244,0.6699446140448493,0.08603610163551977,0.20280871428981043,54
2024,4,00-0030564,D.Hopkins,TEN,MIA,4.0,2.0,31.0,0.0,1.0,-5.953365325927734,-0.44562031136140523,-0.09118270272118906,0.2110317904210466,55
2024,6,00-0030564,D.Hopkins,TEN,IND,6.0,4.0,50.0,0.0,3.0,-5.761309623718262,0.20298673015348948,0.006873774912704436,0.21140442003291687,56
2024,7,00-0030564,D.Hopkins,TEN,BUF,1.0,1.0,6.0,0.0,1.0,0.12512226402759552,-0.47531146660373125,-0.153854638935943,0.18675882318285078,57
2024,8,00-0030564,D.Hopkins,KC,LV,3.0,2.0,29.0,0.0,2.0,-2.1494429111480713,-0.19119424161370624,-0.16630117316237183,0.19477783017733497,58
2024,9,00-0030564,D.Hopkins,KC,TB,9.0,8.0,86.0,2.0,5.0,2.5524494647979736,1.5152224251833453,0.3942066929681114,0.22374042702467412,59
2024,10,00-0030564,D.Hopkins,KC,DEN,5.0,4.0,56.0,0.0,3.0,-2.8770334720611572,0.26776157163308645,0.3520583191890055,0.2343989796042551,60
2024,11,00-0030564,D.Hopkins,KC,BUF,4.0,3.0,29.0,0.0,2.0,-2.517282724380493,-0.03472512790282045,0.22313050349017177,0.21515344375949066,61
2024,12,00-0030564,D.Hopkins,KC,CAR,6.0,5.0,35.0,1.0,4.0,-3.8066341876983643,0.5429711789423306,0.3297440619750838,0.23269563342679514,62
2024,13,00-0030564,D.Hopkins,KC,LV,9.0,4.0,90.0,0.0,2.0,-10.837135314941406,0.034252737758917476,0.23124695390249922,0.21383908280991815,63
2024,14,00-0030564,D.Hopkins,KC,LAC,9.0,4.0,32.0,1.0,1.0,-16.526060104370117,-0.38369024716787015,0.02626788687830867,0.2157576467314675,64
2024,15,00-0030564,D.Hopkins,KC,CLE,6.0,5.0,36.0,0.0,3.0,-5.332812309265137,0.3242870010006162,0.1256075915859817,0.20324280220302315,65
2024,16,00-0030564,D.Hopkins,KC,HOU,4.0,4.0,37.0,0.0,3.0,2.6456117630004883,0.45882761406522854,0.2366809324125741,0.19987160673334103,66
2024,17,00-0030564,D.Hopkins,KC,PIT,4.0,2.0,7.0,0.0,0.0,-3.718395709991455,-0.4842690773825589,-0.003635737519391881,0.17813531690880613,67
2024,20,00-0030564,D.Hopkins,KC,HOU,1.0,0.0,0.0,0.0,0.0,-0.6903204321861267,-0.760764094284009,-0.2560118564411094,0.19834084444557715,68
2024,21,00-0030564,D.Hopkins,KC,BUF,2.0,1.0,11.0,0.0,1.0,-1.341488003730774,-0.47222668671602797,-0.3280834665327829,0.23424106584066431,69
2024,22,00-0030564,D.Hopkins,KC,PHI,6.0,2.0,18.0,2.0,2.0,-14.49796199798584,-0.5624209330704696,-0.406195955378703,0.26235528706583505,70
2020,1,00-0033292,T.Taylor,SF,ARI,5.0,2.0,7.0,0.0,0.0,-9.725605010986328,-0.7735393965628926,-0.7735393965628926,1.0,0
2020,2,00-0033292,T.Taylor,SF,NYJ,3.0,2.0,10.0,0.0,1.0,-2.7382771968841553,-0.43572036101039396,-0.5708479752313934,0.7071067811865475,1
2020,3,00-0033292,T.Taylor,SF,NYG,1.0,1.0,20.0,0.0,1.0,3.2273366451263428,-0.3803859936607583,-0.4806291418558294,0.5773502691896258,2
2020,4,00-0033292,T.Taylor,SF,PHI,1.0,0.0,0.0,0.0,0.0,-6.357861042022705,-1.086388075895898,-0.7322520836878578,0.5,3
2020,6,00-0033292,T.Taylor,SF,LA,2.0,1.0,8.0,0.0,1.0,1.5459543466567993,-0.39210707499070563,-0.6016750898278136,0.4472135954999579,4
2020,8,00-0033292,T.Taylor,SF,SEA,5.0,3.0,32.0,0.0,1.0,1.1134254932403564,-0.0055275003330323424,-0.3838346924635553,0.4082482904638631,5
2020,9,00-0033292,T.Taylor,SF,GB,4.0,1.0,9.0,0.0,1.0,-4.797402381896973,-0.5629580158849553,-0.4472542664189708,0.3779644730092272,6
2021,18,00-0033292,T.Taylor,CIN,CLE,4.0,2.0,41.0,0.0,2.0,-0.3916383385658264,-0.0509603114560066,-0.30979274706861354,0.35355339059327373,7
2021,21,00-0033292,T.Taylor,CIN,KC,1.0,0.0,0.0,0.0,0.0,0.0,-0.7326598331348686,-0.45451294693720146,0.3333333333333333,8
2022,8,00-0033292,T.Taylor,CIN,CLE,1.0,1.0,5.0,0.0,0.0,1.321641206741333,-0.5490993498183596,-0.4865981544841181,0.31622776601683794,9
2022,9,00-0033292,T.Taylor,CIN,CAR,2.0,2.0,14.0,0.0,0.0,1.2070761919021606,-0.3847521188672764,-0.4522524040392904,0.30151134457776363,10
2022,11,00-0033292,T.Taylor,CIN,PIT,1.0,1.0,1.0,0.0,0.0,-0.23030167818069458,-0.6258025645277026,-0.5105517911199317,0.2886751345948129,11
2022,12,00-0033292,T.Taylor,CIN,TEN,2.0,1.0,8.0,0.0,0.0,0.3202577829360962,-0.5268049505827155,-0.5159974922114943,0.2773500981126146,12
2022,14,00-0033292,T.Taylor,CIN,CLE,4.0,1.0,34.0,0.0,1.0,-1.0846772193908691,-0.311182835271435,-0.4474912727070386,0.2672612419124244,13
2023,6,00-0033292,T.Taylor,CHI,MIN,1.0,0.0,0.0,0.0,0.0,-0.4258759021759033,-0.7118799786299268,-0.5358225598214826,0.2581988897471611,14
2023,12,00-0033292,T.Taylor,CHI,MIN,1.0,0.0,0.0,0.0,0.0,0.2939276695251465,-0.6770735096016842,-0.5829780010234361,0.25,15
2024,18,00-0033292,T.Taylor,SF,ARI,1.0,1.0,11.0,0.0,0.0,0.0890272706747055,-0.6226696162937712,-0.5962219815471145,0.24253562503633297,16
2020,1,00-0033307,K.Bourne,SF,ARI,5.0,2.0,34.0,0.0,2.0,-8.127340316772461,-0.42425583264049455,-0.42425583264049455,1.0,0
2020,2,00-0033307,K.Bourne,SF,NYJ,5.0,4.0,67.0,0.0,3.0,0.028104424476623535,0.3078709370445301,0.015020229170520238,0.7071067811865475,1
2020,3,00-0033307,K.Bourne,SF,NYG,6.0,4.0,63.0,0.0,3.0,-1.0941660404205322,0.32380140568986476,0.16128499699547286,0.5773502691896258,2
2020,4,00-0033307,K.Bourne,SF,PHI,6.0,3.0,33.0,1.0,2.0,-9.993036270141602,-0.34825752447993624,-0.050371127309697034,0.5,3
2020,5,00-0033307,K.Bourne,SF,MIA,4.0,2.0,30.0,1.0,1.0,-0.08799314498901367,-0.2332136593258919,-0.12056186234908936,0.4472135954999579,4
2020,6,00-0033307,K.Bourne,SF,LA,3.0,2.0,44.0,0.0,2.0,-1.2660108804702759,-0.2277879268492158,-0.15974371749725585,0.4082482904638631,5
2020,7,00-0033307,K.Bourne,SF,NE,1.0,0.0,0.0,0.0,0.0,-0.15079285204410553,-0.7794100333126608,-0.37913990216429333,0.3779644730092272,6
2020,8,00-0033307,K.Bourne,SF,SEA,10.0,8.0,81.0,0.0,5.0,0.4411402642726898,1.3430454922177617,0.21823035279424016,0.35355339059327373,7
2020,10,00-0033307,K.Bourne,SF,NO,5.0,4.0,26.0,0.0,3.0,-2.076791286468506,0.20377078131706172,0.21328177168413806,0.3333333333333333,8
2020,12,00-0033307,K.Bourne,SF,LA,5.0,3.0,34.0,0.0,2.0,0.8704253435134888,0.11757436226544338,0.1808163009458672,0.31622776601683794,9
2020,13,00-0033307,K.Bourne,SF,BUF,6.0,4.0,35.0,0.0,2.0,-3.0332844257354736,0.09278023947342032,0.15112771680839915,0.30151134457776363,10
2020,14,00-0033307,K.Bourne,SF,WAS,8.0,3.0,42.0,0.0,2.0,-5.217584609985352,0.0307856119190183,0.11070210766288882,0.2886751345948129,11
2020,15,00-0033307,K.Bourne,SF,DAL,4.0,4.0,86.0,1.0,2.0,2.889521598815918,0.24283233814936048,0.1549729918584319,0.2773500981126146,12
2020,16,00-0033307,K.Bourne,SF,ARI,1.0,1.0,16.0,0.0,1.0,0.09124581515789032,-0.5354851475416946,-0.07597081637803671,0.2672612419124244,13
2020,17,00-0033307,K.Bourne,SF,SEA,6.0,5.0,76.0,0.0,5.0,2.9086294174194336,0.8888387817686322,0.24636849583721726,0.2581988897471611,14
2021,1,00-0033307,K.Bourne,NE,MIA,3.0,1.0,17.0,0.0,0.0,-2.3488588333129883,-0.6052269489936557,-0.03792947871843599,0.25,15
2021,2,00-0033307,K.Bourne,NE,NYJ,3.0,2.0,10.0,0.0,1.0,0.20695364475250244,-0.23672435923156634,-0.10426176345391296,0.24253562503633297,16
2021,3,00-0033307,K.Bourne,NE,NO,8.0,6.0,96.0,1.0,4.0,-3.567648410797119,0.7639178068851418,0.18532737410388775,0.23570226039551587,17
2021,4,00-0033307,K.Bourne,NE,TB,5.0,5.0,58.0,0.0,2.0,1.06825590133667,0.3906968078448596,0.2538147461909787,0.22941573387056174,18
2021,5,00-0033307,K.Bourne,NE,HOU,3.0,3.0,26.0,0.0,2.0,0.7423803806304932,0.03216763978743202,0.17991015216027897,0.22360679774997896,19
2021,6,00-0033307,K.Bourne,NE,DAL,2.0,1.0,75.0,2.0,1.0,-3.611639976501465,-0.5962228620878391,-0.07885273086577638,0.2182178902359924,20
2021,7,00-0033307,K.Bourne,NE,NYJ,4.0,4.0,68.0,0.0,1.0,4.056591033935547,0.22352918847770104,0.021954715887988217,0.21320071635561041,21
2021,8,00-0033307,K.Bourne,NE,LAC,7.0,4.0,38.0,0.0,2.0,-5.103950023651123,0.13117912996347422,0.05836609834166801,0.20851441405707477,22
2021,9,00-0033307,K.Bourne,NE,CAR,4.0,3.0,34.0,0.0,1.0,1.6356093883514404,0.004943613116828116,0.04055754538182954,0.20412414523193154,23
2021,10,00-0033307,K.Bourne,NE,CLE,4.0,4.0,98.0,1.0,4.0,5.0223388671875,0.7009516680759644,0.26069763762932824,0.2,24
2021,11,00-0033307,K.Bourne,NE,ATL,4.0,4.0,42.0,0.0,1.0,2.8260433673858643,0.16285979379575694,0.22808416197611203,0.19611613513818404,25
2021,12,00-0033307,K.Bourne,NE,TEN,6.0,5.0,61.0,2.0,3.0,7.521689414978027,0.9241451670959767,0.4601085808652873,0.19245008972987526,26
2021,15,00-0033307,K.Bourne,NE,IND,3.0,3.0,44.0,0.0,2.0,0.4447283148765564,0.01749257181078449,0.3125681799467201,0.1889822365046136,27
2021,16,00-0033307,K.Bourne,NE,BUF,4.0,2.0,33.0,0.0,2.0,-1.371429443359375,-0.09926671587937226,0.17528880745055853,0.18569533817705186,28
2021,17,00-0033307,K.Bourne,NE,JAX,6.0,5.0,76.0,0.0,2.0,6.863839149475098,0.7484418517891792,0.3663408185844964,0.18257418583505536,29
2021,18,00-0033307,K.Bourne,NE,MIA,4.0,3.0,24.0,0.0,0.0,0.3643202781677246,-0.20100392953105772,0.177225245042184,0.1796053020267749,30
2021,19,00-0033307,K.Bourne,NE,BUF,8.0,7.0,77.0,2.0,5.0,0.5428233742713928,1.2090693893327296,0.5211740903505528,0.17677669529663687,31
2022,1,00-0033307,K.Bourne,NE,MIA,1.0,1.0,41.0,0.0,1.0,0.32509252429008484,-0.45686668546074205,0.19515999465212217,0.17407765595569785,32
2022,2,00-0033307,K.Bourne,NE,PIT,3.0,2.0,16.0,0.0,2.0,-2.878504753112793,-0.23191891770532252,0.05280021054881484,0.17149858514250882,33
2022,3,00-0033307,K.Bourne,NE,BAL,5.0,4.0,58.0,0.0,3.0,-2.9267241954803467,0.24720294758611192,0.11760116739738208,0.1690308509457033,34
2022,4,00-0033307,K.Bourne,NE,GB,3.0,2.0,23.0,0.0,2.0,0.9036202430725098,-0.04499119732433103,0.0634036876763165,0.16666666666666666,35
2022,5,00-0033307,K.Bourne,NE,DET,1.0,1.0,1.0,0.0,0.0,-0.04679283872246742,-0.6167328248802065,-0.16330855237462907,0.18869500562379515,36
2022,6,00-0033307,K.Bourne,NE,CLE,1.0,1.0,17.0,0.0,1.0,3.1367506980895996,-0.31790331078406464,-0.21484014899700865,0.2193136105722551,37
2022,8,00-0033307,K.Bourne,NE,NYJ,1.0,0.0,0.0,0.0,0.0,-5.249595642089844,-0.9720988402844706,-0.46725974700187795,0.28772883407590666,38
2022,9,00-0033307,K.Bourne,NE,IND,4.0,3.0,11.0,0.0,0.0,1.1195778846740723,-0.14728037630058124,-0.3605999471220425,0.2948310337059973,39
2022,11,00-0033307,K.Bourne,NE,NYJ,1.0,1.0,8.0,0.0,0.0,0.03292872756719589,-0.6127926667239427,-0.4446641920577288,0.31626101744337715,40
2022,12,00-0033307,K.Bourne,NE,MIN,4.0,3.0,36.0,0.0,1.0,-2.6019680500030518,-0.18972795781448104,-0.35968544389429746,0.24876021546494684,41
2022,13,00-0033307,K.Bourne,NE,BUF,2.0,1.0,15.0,0.0,1.0,-0.06829875707626343,-0.40452288666525094,-0.3746312585517754,0.22273975241715788,42
2022,14,00-0033307,K.Bourne,NE,ARI,5.0,5.0,47.0,0.0,2.0,3.7417383193969727,0.5335216389787193,-0.07191362063378934,0.209148762354886,43
2022,15,00-0033307,K.Bourne,NE,LV,1.0,0.0,0.0,0.0,0.0,-0.34862715005874634,-0.729873406487741,-0.2912335518637628,0.17057679242288518,44
2022,16,00-0033307,K.Bourne,NE,CIN,9.0,6.0,100.0,1.0,5.0,-10.697074890136719,0.6297258632066419,0.01575292226374127,0.16065253468079835,45
2022,17,00-0033307,K.Bourne,NE,MIA,2.0,1.0,16.0,0.0,1.0,2.5154123306274414,-0.27682556723908913,-0.08177324142008545,0.16871825938682802,46
2022,18,00-0033307,K.Bourne,NE,BUF,5.0,4.0,45.0,0.0,3.0,2.75520920753479,0.5280267858922194,0.1214934350679579,0.208646126192001,47
2023,1,00-0033307,K.Bourne,NE,PHI,11.0,6.0,64.0,3.0,3.0,-17.883840560913086,0.19060204253923307,0.14452963761257548,0.22114009429346596,48
2023,2,00-0033307,K.Bourne,NE,MIA,9.0,4.0,29.0,0.0,1.0,-13.851621627807617,-0.2412888461913727,0.01592347614289605,0.21715174083743208,49
2023,3,00-0033307,K.Bourne,NE,NYJ,5.0,4.0,46.0,0.0,2.0,-1.7597721815109253,0.19488878786703415,0.07557858011331461,0.19530714126874865,50
2023,4,00-0033307,K.Bourne,NE,DAL,3.0,2.0,36.0,1.0,2.0,-6.721232891082764,-0.38942428547598884,-0.07942237519116092,0.169167761378779,51
2023,5,00-0033307,K.Bourne,NE,NO,5.0,2.0,43.0,0.0,2.0,-7.409305572509766,-0.27781348688947954,-0.14555274578799723,0.13736056394868904,52
2023,6,00-0033307,K.Bourne,NE,LV,11.0,10.0,89.0,0.0,3.0,11.893794059753418,2.029547169578086,0.5794805595586408,0.2319175459408382,53
2023,7,00-0033307,K.Bourne,NE,BUF,7.0,6.0,63.0,1.0,2.0,3.39799165725708,0.7886941991966089,0.6492184394523663,0.27194040370297967,54
2023,8,00-0033307,K.Bourne,NE,MIA,4.0,3.0,36.0,1.0,1.0,-5.486385345458984,-0.2987489398304365,0.3332293129812582,0.27568859995513134,55
2024,5,00-0033307,K.Bourne,NE,MIA,1.0,1.0,6.0,0.0,0.0,1.115889072418213,-0.5735166714043706,0.030980651491638388,0.2668065624464162,56
2024,6,00-0033307,K.Bourne,NE,HOU,2.0,2.0,9.0,0.0,0.0,1.4512138366699219,-0.3833890754453649,-0.10714259082914829,0.2810819431860488,57
2024,7,00-0033307,K.Bourne,NE,JAX,2.0,1.0,14.0,0.0,1.0,-2.529390811920166,-0.5290882051460241,-0.2477911289405114,0.30797376208436283,58
2024,8,00-0033307,K.Bourne,NE,NYJ,3.0,0.0,0.0,0.0,0.0,-9.019697189331055,-1.0128931380070885,-0.50282513196964,0.36421786538635,59
2024,9,00-0033307,K.Bourne,NE,TEN,6.0,4.0,41.0,0.0,1.0,-4.4786882400512695,-0.026878614102543538,-0.3441762926777313,0.38560086555801126,60
2024,11,00-0033307,K.Bourne,NE,LA,5.0,5.0,70.0,1.0,4.0,2.228703260421753,0.7585783349409724,0.023408583199613097,0.38412395483672285,61
2024,12,00-0033307,K.Bourne,NE,MIA,5.0,3.0,30.0,0.0,2.0,-4.3325419425964355,-0.04832917860409369,-0.0005040040684818613,0.3796011023135642,62
2024,13,00-0033307,K.Bourne,NE,IND,3.0,3.0,39.0,0.0,2.0,1.447916865348816,0.08179043476341934,0.026927475542299236,0.3294788490821623,63
