season,week,player_id,player_name,position,sacks,qb_hits,tfls,forced_fumbles,solo_tackles,assist_tackles,total_tackles,pressures,impact_plays,epa_against,raw_composite,career_game_number,smoothed_composite,composite_uncertainty
2020,9,00-0027663,Sean Lee,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.33973923325538635,-0.41137281391604247,2,-0.28078298555150594,
2020,11,00-0027663,Sean Lee,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2767711877822876,-0.83840503779547,3,-0.4046989971612757,0.3067281978370962
2020,12,00-0027663,Sean Lee,LB,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.4236113652586937,0.30273164400513053,4,-0.24749218801318548,0.4721377992529316
2020,14,00-0027663,Sean Lee,LB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.07048255205154419,-0.2984472753349753,5,-0.25881554075136104,0.4088834918153145
2020,15,00-0027663,Sean Lee,LB,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,-0.010447084903717041,-0.262754949946373,6,-0.25969096501691924,0.36599614606790676
2020,16,00-0027663,Sean Lee,LB,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.038578204810619354,-0.23360840248225587,7,-0.25389484000921625,0.3348342181505074
2020,17,00-0027663,Sean Lee,LB,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,-0.5281339945892493,-0.6984598490023044,8,-0.3526870642299025,0.34294220845545675
2020,1,00-0027867,Jason Pierre-Paul,LB,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.9440655827522277,1.8920498185527124,1,1.8920498185527124,
2020,2,00-0027867,Jason Pierre-Paul,LB,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,-0.2948291301727295,0.4711343621931001,2,1.5762908282505763,
2020,3,00-0027867,Jason Pierre-Paul,LB,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.8427542209625244,1.3257232419360576,3,1.5206091424029056,0.7153144621871218
2020,4,00-0027867,Jason Pierre-Paul,LB,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.42870132625102997,-0.0016721479049099264,4,1.182324411223391,0.8486143648172662
2020,5,00-0027867,Jason Pierre-Paul,LB,1.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,2.0,1.2786945956093925,1.3570118680634973,5,1.221143846076748,0.7602565974503076
2020,6,00-0027867,Jason Pierre-Paul,LB,1.5,3.0,0.0,1.0,2.0,4.0,6.0,4.5,2.5,1.2337870832610254,2.1162511928738668,6,1.420056589809441,0.8165671148807259
2020,8,00-0027867,Jason Pierre-Paul,LB,1.0,1.0,1.0,0.0,5.0,2.0,7.0,2.0,2.0,0.2742724701762199,0.7299141241376641,7,1.2666915974379351,0.7657298254955766
2020,9,00-0027867,Jason Pierre-Paul,LB,0.0,0.0,0.0,0.0,5.0,2.0,7.0,0.0,0.0,-0.06012797036341259,-0.21840134133381559,8,0.9366709443775462,0.8537622439194414
2020,10,00-0027867,Jason Pierre-Paul,LB,1.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,0.6185442358255386,1.2157056540857982,9,0.9986786576460467,0.803192455578986
2020,11,00-0027867,Jason Pierre-Paul,LB,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,-0.08192551881074905,-0.32334962738645767,10,0.7048945943054902,0.8632944565525232
2020,12,00-0027867,Jason Pierre-Paul,LB,1.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,0.7116602870325247,1.0499229720317451,11,0.7815675671335468,0.7889177211337831
2020,14,00-0027867,Jason Pierre-Paul,LB,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.7132046669721603,1.4072858395612613,12,0.9206160721174834,0.8046069497144854
2020,16,00-0027867,Jason Pierre-Paul,LB,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.37546615302562714,0.5770125186981481,13,0.8442597269131867,0.7917913448014458
2020,17,00-0027867,Jason Pierre-Paul,LB,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,0.5183838382363319,0.0028782726774966073,14,0.6572860704163668,0.7912863469602988
2020,18,00-0027867,Jason Pierre-Paul,LB,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.6860544877126813,0.6443770576734835,15,0.6544174009179483,0.7663879102032897
2020,19,00-0027867,Jason Pierre-Paul,LB,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,-0.4203329235315323,-0.5064405481355359,16,0.39644896779495187,0.6793607451787154
2020,20,00-0027867,Jason Pierre-Paul,LB,2.0,2.0,0.0,0.0,3.0,2.0,5.0,4.0,2.0,0.9222118192248874,1.868702173285928,17,0.7236163467929465,0.8124372194462125
2020,21,00-0027867,Jason Pierre-Paul,LB,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,-0.06507792075475057,-0.3472909281806027,18,0.48563695235438004,0.8272530801237234
2021,1,00-0027940,Von Miller,LB,2.0,3.0,0.0,0.0,3.0,0.0,3.0,5.0,2.0,1.6560967452824116,2.159188908946594,1,2.159188908946594,
2021,2,00-0027940,Von Miller,LB,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.6808810979127884,1.5511180608614639,2,2.024062053816565,
2021,3,00-0027940,Von Miller,LB,1.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.1334360366066296,1.4447333567015437,3,1.8953223433465602,0.3854682428994515
2021,4,00-0027940,Von Miller,LB,0.5,1.0,1.0,0.0,1.0,4.0,5.0,1.5,1.5,0.9386117979884148,0.9793568447081735,4,1.691774454760252,0.48536966013212035
2021,5,00-0027940,Von Miller,LB,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,-1.5916698575019836,-1.1021857021238541,5,1.0708944198971173,1.2514632588016361
2021,6,00-0027940,Von Miller,LB,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-2.0931082367897034,-1.2887917094285364,6,0.5465197244914166,1.4597755827916779
2021,7,00-0027940,Von Miller,LB,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.09066403408845265,0.09166099778915747,7,0.44544000744647017,1.3476854717366187
2021,10,00-0027940,Von Miller,LB,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.631021694590648,0.2242984721344075,8,0.3962974440437896,1.252947795837863
2021,12,00-0027940,Von Miller,LB,0.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,0.74246317644914,0.5878612979179272,9,0.4388671893491535,1.172332010049297
2021,13,00-0027940,Von Miller,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0930671691894531,0.2100812933886707,10,0.3880258791357129,1.109520654662974
2021,14,00-0027940,Von Miller,LB,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.4455093257129192,1.0110969693477891,11,0.5264861214050631,0.9674171788245941
2021,15,00-0027940,Von Miller,LB,1.0,2.0,1.0,0.0,3.0,3.0,6.0,3.0,2.0,0.7564373046159745,1.3175913574694786,12,0.7022872849749332,0.9381382923791619
2021,16,00-0027940,Von Miller,LB,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.6206720136106014,0.560246472440541,13,0.6707226599672905,0.8617916613798129
2021,17,00-0027940,Von Miller,LB,2.0,3.0,1.0,0.0,4.0,0.0,4.0,5.0,3.0,0.43371847122907636,1.773507448758695,14,0.9157859463653804,0.9658457396375412
2021,18,00-0027940,Von Miller,LB,1.0,2.0,1.0,0.0,4.0,0.0,4.0,3.0,2.0,0.8283225521445274,1.3855907905983327,15,1.020187022861592,0.8690646329863772
2021,19,00-0027940,Von Miller,LB,1.0,1.0,1.0,0.0,6.0,0.0,6.0,2.0,2.0,0.8983002867963579,1.164365705634773,16,1.052226730144521,0.5782037579187518
2021,20,00-0027940,Von Miller,LB,1.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,2.0,3.532140851020813,2.470054541412584,17,1.3672995770929792,0.7130002625557128
2021,21,00-0027940,Von Miller,LB,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.8506749719381332,0.6828346055144586,18,1.2151962500755302,0.665712174524794
2021,22,00-0027940,Von Miller,LB,2.0,3.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,1.79029381275177,2.218127387829437,19,1.438069836243065,0.7193730698447499
2022,1,00-0027940,Von Miller,LB,2.0,3.0,0.0,0.0,3.0,0.0,3.0,5.0,2.0,1.4812027383595705,2.0497123024867356,20,1.5739903842972143,0.647145704773181
2022,2,00-0027940,Von Miller,LB,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.1153764724731445,0.3590436148858141,21,1.3040022133169031,0.72583836066176
2022,4,00-0027940,Von Miller,LB,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.910112738609314,1.117027968329607,22,1.262452381097504,0.7310625591012657
2022,5,00-0027940,Von Miller,LB,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.2574185729026794,1.231231807415098,23,1.255514475834747,0.6764122324173291
2022,6,00-0027940,Von Miller,LB,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,2.0,1.1624069549143314,1.8937354276542167,24,1.3973413540168513,0.683923847333032
2022,8,00-0027940,Von Miller,LB,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3003598302602768,-0.1340485037013451,25,1.057032496746141,0.8502088753670014
2022,9,00-0027940,Von Miller,LB,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,3.686014930407206,2.632944929803557,26,1.407235259647789,0.9447557631577541
2022,10,00-0027940,Von Miller,LB,1.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0378325164318085,1.3344455529318682,27,1.3910597692664735,0.8744296628123234
2022,11,00-0027940,Von Miller,LB,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.8359801769256592,0.19000643924869243,28,1.124159029262522,0.9277513398032586
2022,12,00-0027940,Von Miller,LB,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.64375089854002,-0.4227381231321482,29,0.780404106508151,1.006480765070482
2023,5,00-0027940,Von Miller,LB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.1063543558120728,0.3264721433199641,30,0.6795303369107761,0.9579173695809308
2023,8,00-0027940,Von Miller,LB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00735737569630146,-0.0633054875534053,31,0.5144557092520692,0.990851342426261
2023,10,00-0027940,Von Miller,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.3833386301994324,-0.5645955092585195,32,0.2746665495830495,1.0724053779463187
2023,14,00-0027940,Von Miller,LB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6521995812654495,0.49857337293780013,33,0.32442362143966075,1.0525517037051075
2023,20,00-0027940,Von Miller,LB,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.13572359085083008,-0.17547491856410433,34,0.21333505699437963,0.9627829068260954
2020,2,00-0027952,Robert Quinn,LB,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0318275094032288,1.886185073325511,1,1.886185073325511,
2020,4,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-2.2130074501037598,-1.5722225859553285,2,1.117650037929769,
2020,6,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8379758596420288,0.24165001669306455,3,0.9229833665438347,1.7298946455831694
2020,7,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,4.742065737644832,2.5627120970281525,4,1.2873675288736832,1.8461201598671066
2020,8,00-0027952,Robert Quinn,LB,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.2835918168226878,0.24702999364393144,5,1.0561814099337383,1.616428742749328
2020,9,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,-0.6484438106417656,-0.6420571826721397,6,0.6787950560213211,1.5422495987745828
2020,10,00-0027952,Robert Quinn,LB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5035817623138428,0.2525328567842019,7,0.5840701228575168,1.409930215399807
2020,12,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,-0.12082760781049728,-0.3283784509753886,8,0.38130377311687114,1.33224876306691
2020,13,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.6539337635040283,-1.2398417303322993,9,0.021049216794833292,1.3517298282537393
2020,15,00-0027952,Robert Quinn,LB,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.840137094259262,1.9195962652691314,10,0.4429485609002328,1.3910571373494989
2020,16,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,-1.13394233584404,-1.0950435183311014,11,0.10117254329326969,1.3396453079842439
2020,17,00-0027952,Robert Quinn,LB,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,-1.4820958822965622,-0.37281695076413834,12,-0.004158455386154308,1.22891567637575
2020,18,00-0027952,Robert Quinn,LB,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.2541882647201419,0.1366022414668014,13,0.027121699470058068,1.2285372247156416
2021,1,00-0027952,Robert Quinn,LB,0.5,2.0,0.0,0.0,0.0,1.0,1.0,2.5,0.5,1.2819316387176514,1.0536887108184056,14,0.2552477019919131,0.9622591986742205
2021,2,00-0027952,Robert Quinn,LB,2.0,1.0,1.0,0.0,4.0,0.0,4.0,3.0,3.0,0.485149621963501,1.2457596980697816,15,0.4753614788981061,1.040211105523459
2021,3,00-0027952,Robert Quinn,LB,1.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.556955933570862,1.8380069380830293,16,0.7781715809392,1.136661771343134
2021,4,00-0027952,Robert Quinn,LB,1.0,1.0,1.0,1.0,4.0,0.0,4.0,2.0,3.0,2.5912785939872265,2.211925590099491,17,1.0967835829748203,1.2796081179254486
2021,5,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,-0.28965139389038086,-0.23281260118324312,18,0.8013177642730284,1.2727660295224263
2021,6,00-0027952,Robert Quinn,LB,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,1.1869999517997105,1.3105451896498561,19,0.9144794143567678,1.121589559026889
2021,8,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.8157447725534439,0.3027351995007101,20,0.778536255499866,1.0571984660967544
2021,9,00-0027952,Robert Quinn,LB,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.063075304031372,1.2654980760937287,21,0.8867499934096132,0.8745372731493566
2021,11,00-0027952,Robert Quinn,LB,3.5,4.0,1.0,1.0,4.0,1.0,5.0,7.5,5.5,1.5580933690071106,3.3772056911875383,22,1.4401845929158188,1.0632345338530853
2021,12,00-0027952,Robert Quinn,LB,1.0,1.0,1.0,0.0,3.0,1.0,4.0,2.0,2.0,2.3569154483931407,2.0546119222551416,23,1.5767239994356683,1.011630529577722
2021,13,00-0027952,Robert Quinn,LB,1.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,1.4609859064221382,1.6836816363686118,24,1.6004923631985446,1.0043018302776536
2021,14,00-0027952,Robert Quinn,LB,2.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,2.091468393802643,2.082239545053747,25,1.7075472924997008,1.0150222880598843
2021,15,00-0027952,Robert Quinn,LB,2.0,1.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,0.5787361487746239,0.9830692002628492,26,1.5465521608915116,1.0276786109334175
2021,16,00-0027952,Robert Quinn,LB,1.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.7534797579050064,1.138120710164443,27,1.4557896162854964,1.0012344580780619
2021,17,00-0027952,Robert Quinn,LB,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.073191261291504,1.1863471480938579,28,1.39591351224291,0.8306869389156044
2021,18,00-0027952,Robert Quinn,LB,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.5,0.5,2.1958446502685547,1.1869115999518027,29,1.3494686428448863,0.8353619449612397
2022,1,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.4484419822692871,-0.04445752079722225,30,1.03970727314664,0.896809232817136
2022,2,00-0027952,Robert Quinn,LB,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.468764804303646,1.246825938471876,31,1.0857336432189146,0.8973509312987253
2022,3,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-2.4245450496673584,-1.7826395270010564,32,0.4483173831700322,1.1415269480350707
2022,4,00-0027952,Robert Quinn,LB,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2631816789507866,0.11692367569647162,33,0.3746743370647965,1.1013677487418359
2022,6,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.3262093663215637,-0.5131282875756236,34,0.17738486492248096,1.1199569884721874
2022,7,00-0027952,Robert Quinn,LB,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.836229532957077,0.32485534241412356,35,0.21015608214284598,0.9842113278469966
2022,8,00-0027952,Robert Quinn,LB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17380863428115845,0.02990757305743289,36,0.1701008579016431,0.9657600595530178
2022,10,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.3337269127368927,-0.5176764681850983,37,0.01726145210458946,0.9457317306240899
2022,12,00-0027952,Robert Quinn,LB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4927736520767212,0.17192908942212853,38,0.051632038175153695,0.8704560814963511
2022,21,00-0027952,Robert Quinn,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.119788646697998,0.3617130184579934,39,0.12053892268245141,0.7824068421228442
2020,16,00-0027980,Brooks Reed,LB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.5589330792427063,-0.588841203807509,1,-0.588841203807509,
2020,17,00-0027980,Brooks Reed,LB,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.98573539853096,0.931633730569027,2,-0.2509578850571677,
2020,18,00-0027980,Brooks Reed,LB,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.1656973361968994,1.0357362555846616,3,0.03497414619657213,0.9093892898851663
2021,1,00-0028008,Justin Houston,LB,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0078858733177185,0.8120112928274892,1,0.8120112928274892,
2021,2,00-0028008,Justin Houston,LB,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.6601791530847549,0.6139617619348245,2,0.7680002859624526,
2021,4,00-0028008,Justin Houston,LB,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.27257177233695984,0.5665585185660067,3,0.7232354487632424,0.13020352565717144
2021,5,00-0028008,Justin Houston,LB,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,-0.04467611014842987,-0.04389280405464625,4,0.5527625036926005,0.36965220353095307
2021,6,00-0028008,Justin Houston,LB,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.3498263135552406,1.270437849310317,5,0.7122459138298709,0.47453872120786084
2021,7,00-0028008,Justin Houston,LB,0.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.8091386124491692,1.1580287553969293,6,0.8113087675114394,0.473517518747212
2021,9,00-0028008,Justin Houston,LB,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,-0.7927699238061905,0.341404728408447,7,0.7068856477107744,0.45647325198710004
