player_id,season,player_name,leaf_rating,leaf_uncertainty,games_played,attempts,raw_epa
00-0019596,2016,T.Brady,0.2003141870759879,0.0719233491493101,15,601.0,0.31338647
00-0019596,2017,T.Brady,0.14467605737608005,0.06736057448056706,34,761.0,0.24744985
00-0019596,2018,T.Brady,0.0674838824715541,0.06721941938064241,53,718.0,0.1430714
00-0019596,2019,T.Brady,-0.05363256275491621,0.06721497770948108,70,679.0,0.04900125
00-0019596,2020,T.Brady,0.14530103453236742,0.0672147696389164,90,777.0,0.23732433
00-0019596,2021,T.Brady,0.05878887210628382,0.06721476412168795,109,840.0,0.17188795
00-0019596,2022,T.Brady,-0.0023412799681835385,0.06721476394652195,127,831.0,0.08707269
00-0020531,2016,D.Brees,0.06338458500158553,0.07820838294510325,16,702.0,0.1641117
00-0020531,2017,D.Brees,0.08057902885085971,0.07129934424806121,34,632.0,0.20893139
00-0020531,2018,D.Brees,0.12080734014553697,0.0708220692845905,51,590.0,0.29267573
00-0020531,2019,D.Brees,0.0689427192506993,0.07078563678682852,63,427.0,0.15689868
00-0020531,2020,D.Brees,0.024614728186832427,0.07077890184469707,77,477.0,0.13459976
00-0020679,2016,S.Hill,-1.1930141437474766,0.08770330050745664,3,36.0,-1.0137773
00-0021206,2016,J.McCown,-0.26688114740107716,0.1569409049332891,5,184.0,-0.23040223
00-0021206,2017,J.McCown,-0.1076021489132869,0.09621566180521603,18,437.0,0.007910518
00-0021206,2018,J.McCown,-0.2008612773732809,0.09204702679330228,22,117.0,-0.4160347
00-0021206,2019,J.McCown,-0.17583791153578548,0.09064853497246819,24,35.0,0.044009924
00-0021429,2016,C.Palmer,-0.009333912097407148,0.06633236546517232,15,641.0,0.07687404
00-0021429,2017,C.Palmer,-0.027650658596481796,0.06310606012193513,22,290.0,-0.0029231224
00-0021678,2016,T.Romo,0.8264736666643698,0.14916330304908842,1,4.0,0.92650104
00-0022787,2016,M.Schaub,0.32234781066278306,0.6545726335961296,2,3.0,0.47272503
00-0022787,2018,M.Schaub,0.143741200823169,0.5548316995302637,3,7.0,-0.34807262
00-0022787,2019,M.Schaub,0.3183632518161307,0.40920505704218524,6,72.0,0.5072048
00-0022803,2016,E.Manning,-0.11315989099167194,0.07667697667895441,17,665.0,-0.009052132
00-0022803,2017,E.Manning,-0.18113908680444482,0.07101516228776263,32,607.0,-0.1213467
00-0022803,2018,E.Manning,-0.04831105969204455,0.07038678942350887,48,628.0,0.088321656
00-0022803,2019,E.Manning,-0.057198920325842964,0.07035672615664956,52,152.0,-0.036271036
00-0022824,2019,A.Lee,4.321320101953121,0.14916330304908842,1,1.0,4.2406874
00-0022824,2020,A.Lee,4.227560555103518,0.10624169930569174,2,1.0,4.0140114
00-0022824,2021,A.Lee,2.4293298971506028,0.08770330050745664,3,1.0,-0.947
00-0022824,2022,A.Lee,2.5577623306617148,0.07714586868743051,4,1.0,2.864477
00-0022921,2016,L.Fitzgerald,-0.7132844803033195,0.14916330304908842,1,1.0,-0.5623793
00-0022921,2017,L.Fitzgerald,0.14720685936406863,0.10624169930569174,2,1.0,1.241254
00-0022921,2018,L.Fitzgerald,1.1282369028608372,0.08770330050745664,3,1.0,3.0880427
00-0022924,2016,B.Roethlisberger,0.03585299536570019,0.0745139129156114,17,634.0,0.16476919
00-0022924,2017,B.Roethlisberger,0.09761647856073785,0.07045688212720191,33,646.0,0.17379865
00-0022924,2018,B.Roethlisberger,0.10844938021941875,0.07018242128650212,49,704.0,0.2453262
00-0022924,2019,B.Roethlisberger,0.04012206573406991,0.07017661295321376,51,64.0,-0.2427102
00-0022924,2020,B.Roethlisberger,-0.025550822617761426,0.07016294224585544,67,696.0,0.097216524
00-0022924,2021,B.Roethlisberger,-0.08743601044148307,0.07016197948517379,84,694.0,-0.05321499
00-0022942,2016,P.Rivers,0.007773202053216125,0.07420403004953956,16,616.0,0.10361366
00-0022942,2017,P.Rivers,0.07724445075389301,0.0683599984823537,32,594.0,0.20157981
00-0022942,2018,P.Rivers,0.09216015801426848,0.06785392350621744,50,636.0,0.2471714
00-0022942,2019,P.Rivers,0.09604086842672097,0.0678218625486178,66,626.0,0.15192467
00-0022942,2020,P.Rivers,0.11019726127464766,0.06781899352463859,83,611.0,0.20638074
00-0023436,2016,A.Smith,0.03359456362992312,0.08569346933895972,16,555.0,0.11758521
00-0023436,2017,A.Smith,0.03850844063863611,0.08095798507313122,32,578.0,0.16016471
00-0023436,2018,A.Smith,-0.05088298391313027,0.08071691666471868,42,351.0,0.0026845573
00-0023436,2020,A.Smith,-0.1826242927214158,0.08067928082667912,50,274.0,-0.21831858
00-0023459,2016,A.Rodgers,0.1447898501753433,0.08038746172552626,19,785.0,0.23062724
00-0023459,2017,A.Rodgers,0.03231886922021404,0.07761055893636687,26,262.0,0.044859916
00-0023459,2018,A.Rodgers,-0.04417196541139242,0.0763476541104086,42,649.0,0.036856014
00-0023459,2019,A.Rodgers,0.020019193155261565,0.07624074261050963,60,679.0,0.13314167
00-0023459,2020,A.Rodgers,0.2094882296295654,0.07623421592482342,78,637.0,0.3536964
00-0023459,2021,Aa.Rodgers,0.15249822212630257,0.07623382158793697,95,596.0,0.2107587
00-0023459,2022,A.Rodgers,-0.005528825302465833,0.07623379345085388,112,577.0,0.014388048
00-0023459,2023,A.Rodgers,-0.08214649770244772,0.07623379313987691,113,2.0,-1.01598
00-0023459,2024,A.Rodgers,-0.08140374942874727,0.07623379142099727,130,627.0,0.022711942
00-0023459,2025,A.Rodgers,-0.05083924475699036,0.07623379132705363,138,260.0,0.10870059
00-0023534,2019,D.Colquitt,-1.5568578098594859,0.10624169930569174,2,2.0,-1.6261455
00-0023645,2016,D.Anderson,-0.905398258916689,0.6406986545735057,4,54.0,-1.4118656
00-0023645,2017,D.Anderson,-0.8876922115513693,0.5348163862104915,7,9.0,-0.8876291
00-0023645,2018,D.Anderson,-0.8322587478193021,0.4884464479756112,9,75.0,-0.5334588
00-0023662,2016,M.Cassel,-0.41337806992846765,0.3116635776061113,3,56.0,-0.454954
